Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1986,2,BOS,Boston Celtics,67,15,0.82,—,114.1,104.7,9.06
1986,23,PHI,Philadelphia 76Ers,54,28,0.66,13.0,110.4,108.0,2.46
1986,30,WSB,Washington Bullets,39,43,0.48,28.0,103.0,104.8,-1.28
1986,3,NJN,New Jersey Nets,39,43,0.48,28.0,109.1,111.1,-1.39
1986,20,NYK,New York Knicks,23,59,0.28,44.0,98.7,104.3,-4.82
1986,17,MIL,Milwaukee Bucks,57,25,0.7,—,114.5,105.5,8.69
1986,1,ATL,Atlanta Hawks,50,32,0.61,7.0,108.6,106.2,2.59
1986,9,DET,Detroit Pistons,46,36,0.56,11.0,114.2,113.0,1.44
1986,5,CHI,Chicago Bulls,30,52,0.37,27.0,109.3,113.1,-3.12
1986,6,CLE,Cleveland Cavaliers,29,53,0.35,28.0,107.8,110.6,-2.19
1986,12,IND,Indiana Pacers,26,56,0.32,31.0,103.9,107.2,-2.66
