Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1983,23,PHI,Philadelphia 76Ers,65,17,0.79,—,112.1,104.4,7.53
1983,2,BOS,Boston Celtics,56,26,0.68,9.0,112.1,106.7,5.34
1983,3,NJN,New Jersey Nets,49,33,0.6,16.0,105.8,103.0,2.77
1983,20,NYK,New York Knicks,44,38,0.54,21.0,100.0,97.5,2.58
1983,30,WSB,Washington Bullets,42,40,0.51,23.0,99.2,99.3,0.2
1983,17,MIL,Milwaukee Bucks,51,31,0.62,—,106.6,102.2,4.32
1983,1,ATL,Atlanta Hawks,43,39,0.52,8.0,101.6,102.6,-0.72
1983,9,DET,Detroit Pistons,37,45,0.45,14.0,112.7,113.1,-0.17
1983,5,CHI,Chicago Bulls,28,54,0.34,23.0,111.0,115.9,-4.41
1983,6,CLE,Cleveland Cavaliers,23,59,0.28,28.0,97.1,104.6,-6.78
1983,12,IND,Indiana Pacers,20,62,0.24,31.0,108.7,114.5,-5.36
