Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1994,20,NYK,New York Knicks,57,25,0.7,—,98.5,91.5,6.48
1994,22,ORL,Orlando Magic,50,32,0.61,7.0,105.7,101.8,3.68
1994,3,NJN,New Jersey Nets,45,37,0.55,12.0,103.2,101.0,2.11
1994,16,MIA,Miami Heat,42,40,0.51,15.0,103.4,100.7,2.4
1994,2,BOS,Boston Celtics,32,50,0.39,25.0,100.8,105.1,-4.28
1994,23,PHI,Philadelphia 76Ers,25,57,0.3,32.0,98.0,105.6,-7.37
1994,30,WSB,Washington Bullets,24,58,0.29,33.0,100.4,107.7,-7.13
1994,1,ATL,Atlanta Hawks,57,25,0.7,—,101.4,96.2,4.94
1994,5,CHI,Chicago Bulls,55,27,0.67,2.0,98.0,94.9,2.87
1994,12,IND,Indiana Pacers,47,35,0.57,10.0,101.0,97.5,3.26
1994,6,CLE,Cleveland Cavaliers,47,35,0.57,10.0,101.2,97.1,3.64
1994,4,CHO,Charlotte Hornets,41,41,0.5,16.0,106.5,106.7,-0.23
1994,17,MIL,Milwaukee Bucks,20,62,0.24,37.0,96.9,103.4,-6.24
1994,9,DET,Detroit Pistons,20,62,0.24,37.0,96.9,104.7,-7.46
