Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
2014,28,TOR,Toronto Raptors,48,34,0.58,—,101.3,98.0,2.55
2014,3,BRK,Brooklyn Nets,44,38,0.54,4.0,98.5,99.5,-1.58
2014,20,NYK,New York Knicks,37,45,0.45,11.0,98.6,99.4,-1.4
2014,2,BOS,Boston Celtics,25,57,0.3,23.0,96.2,100.7,-4.97
2014,23,PHI,Philadelphia 76Ers,19,63,0.23,29.0,99.5,109.9,-10.66
2014,12,IND,Indiana Pacers,56,26,0.68,—,96.7,92.3,3.63
2014,5,CHI,Chicago Bulls,48,34,0.58,8.0,93.7,91.8,1.2
2014,6,CLE,Cleveland Cavaliers,33,49,0.4,23.0,98.2,101.5,-3.86
2014,9,DET,Detroit Pistons,29,53,0.35,27.0,101.0,104.7,-4.13
2014,17,MIL,Milwaukee Bucks,15,67,0.18,41.0,95.5,103.7,-8.41
2014,16,MIA,Miami Heat,54,28,0.66,—,102.2,97.4,4.15
2014,30,WAS,Washington Wizards,44,38,0.54,10.0,100.7,99.4,0.48
2014,4,CHA,Charlotte Bobcats,43,39,0.52,11.0,96.9,97.1,-0.89
2014,1,ATL,Atlanta Hawks,38,44,0.46,16.0,101.0,101.5,-0.88
2014,22,ORL,Orlando Magic,23,59,0.28,31.0,96.5,102.0,-5.88
