Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
2006,3,NJN,New Jersey Nets,49,33,0.6,—,93.8,92.4,1.11
2006,23,PHI,Philadelphia 76Ers,38,44,0.46,11.0,99.4,101.3,-2.1
2006,2,BOS,Boston Celtics,33,49,0.4,16.0,98.0,99.5,-1.59
2006,28,TOR,Toronto Raptors,27,55,0.33,22.0,101.1,104.0,-3.03
2006,20,NYK,New York Knicks,23,59,0.28,26.0,95.6,102.0,-6.3
2006,9,DET,Detroit Pistons,64,18,0.78,—,96.8,90.2,6.24
2006,6,CLE,Cleveland Cavaliers,50,32,0.61,14.0,97.6,95.4,2.17
2006,12,IND,Indiana Pacers,41,41,0.5,23.0,93.9,92.0,1.62
2006,5,CHI,Chicago Bulls,41,41,0.5,23.0,97.8,97.2,0.51
2006,17,MIL,Milwaukee Bucks,40,42,0.49,24.0,97.8,98.8,-1.07
2006,16,MIA,Miami Heat,52,30,0.63,—,99.9,96.0,3.59
2006,30,WAS,Washington Wizards,42,40,0.51,10.0,101.7,99.8,1.57
2006,22,ORL,Orlando Magic,36,46,0.44,16.0,94.9,96.0,-1.26
2006,4,CHA,Charlotte Bobcats,26,56,0.32,26.0,96.9,100.9,-3.9
2006,1,ATL,Atlanta Hawks,26,56,0.32,26.0,97.2,102.0,-4.69
