Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
2010,2,BOS,Boston Celtics,50,32,0.61,—,99.2,95.6,3.37
2010,28,TOR,Toronto Raptors,40,42,0.49,10.0,104.1,105.9,-1.83
2010,20,NYK,New York Knicks,29,53,0.35,21.0,102.1,105.9,-4.01
2010,23,PHI,Philadelphia 76Ers,27,55,0.33,23.0,97.7,101.6,-3.93
2010,3,NJN,New Jersey Nets,12,70,0.15,38.0,92.4,101.5,-8.93
2010,6,CLE,Cleveland Cavaliers,61,21,0.74,—,102.1,95.6,6.17
2010,17,MIL,Milwaukee Bucks,46,36,0.56,15.0,97.7,96.0,1.37
2010,5,CHI,Chicago Bulls,41,41,0.5,20.0,97.5,99.1,-1.64
2010,12,IND,Indiana Pacers,32,50,0.39,29.0,100.8,103.8,-3.11
2010,9,DET,Detroit Pistons,27,55,0.33,34.0,94.0,99.1,-5.02
2010,22,ORL,Orlando Magic,59,23,0.72,—,102.8,95.3,7.12
2010,1,ATL,Atlanta Hawks,53,29,0.65,6.0,101.7,97.0,4.44
2010,16,MIA,Miami Heat,47,35,0.57,12.0,96.5,94.2,1.99
2010,4,CHA,Charlotte Bobcats,44,38,0.54,15.0,95.3,93.8,1.3
2010,30,WAS,Washington Wizards,26,56,0.32,33.0,96.2,101.0,-4.72
