Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1985,24.0,IND,NBA,SF,82.0,1586.0,10.8,0.503,0.013,0.368,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,,0.4,1.4,1.8,0.054,,-1.6,-0.1,-1.7,0.1
1986,25.0,CHI,NBA,SG,10.0,132.0,11.5,0.482,0.049,0.317,4.1,9.8,6.9,14.4,1.8,0.4,7.9,15.6,,0.1,0.0,0.2,0.067,,-1.9,-0.5,-2.4,0.0
1987,26.0,NJN,NBA,SG,77.0,2339.0,9.7,0.485,0.025,0.254,4.1,6.5,5.3,15.9,1.8,0.4,14.5,18.2,,0.0,1.2,1.3,0.026,,-2.4,-0.4,-2.8,-0.5
1989,28.0,TOT,NBA,"SF,SG",43.0,365.0,10.3,0.486,0.136,0.263,6.8,6.9,6.8,9.8,2.0,0.7,11.4,16.7,,0.2,0.4,0.5,0.071,,-2.1,-0.3,-2.3,0.0
1989,28.0,HOU,NBA,SG,14.0,91.0,4.7,0.371,0.2,0.178,8.4,9.4,8.9,7.8,1.6,0.0,12.6,24.5,,-0.2,0.1,-0.1,-0.064,,-6.5,-2.6,-9.0,-0.2
1989,28.0,MIL,NBA,SF,29.0,274.0,12.2,0.553,0.096,0.315,6.2,6.0,6.1,10.5,2.1,0.9,10.7,14.1,,0.4,0.3,0.7,0.116,,-0.6,0.5,-0.1,0.1
1990,29.0,MIL,NBA,SF,61.0,635.0,8.2,0.475,0.097,0.272,6.9,6.1,6.5,9.0,2.5,0.4,18.1,18.6,,-0.5,0.5,0.0,0.0,,-3.9,-0.5,-4.4,-0.4
1991,30.0,TOT,NBA,"SF,SG",30.0,294.0,5.9,0.46,0.15,0.288,10.3,7.2,8.6,7.6,0.7,0.0,15.1,16.0,,-0.1,0.2,0.2,0.026,,-4.6,-1.6,-6.3,-0.3
1991,30.0,LAL,NBA,SF,7.0,27.0,-0.4,0.833,0.333,0.0,0.0,16.5,8.6,14.5,0.0,0.0,57.1,11.3,,-0.1,0.0,0.0,-0.043,,-8.5,0.7,-7.7,0.0
1991,30.0,UTA,NBA,SG,23.0,267.0,6.5,0.448,0.143,0.299,11.3,6.2,8.6,6.9,0.8,0.0,12.1,16.4,,0.0,0.2,0.2,0.033,,-4.2,-1.9,-6.1,-0.3
1992,31.0,TOT,NBA,SF,57.0,655.0,11.4,0.487,0.253,0.265,5.5,9.2,7.3,10.6,2.3,0.5,11.2,20.2,,0.3,0.6,0.9,0.069,,-2.0,-0.3,-2.3,0.0
1992,31.0,LAC,NBA,SF,22.0,254.0,10.5,0.506,0.247,0.326,3.9,8.4,6.1,9.1,2.3,0.2,12.1,19.4,,0.0,0.3,0.3,0.064,,-3.0,0.3,-2.7,0.0
1992,31.0,SEA,NBA,SF,35.0,401.0,11.9,0.477,0.256,0.231,6.5,9.7,8.0,11.5,2.3,0.6,10.6,20.7,,0.3,0.3,0.6,0.073,,-1.3,-0.7,-2.0,0.0
