Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2013,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",20.0,NBA,C,62.0,57.0,1482.0,7.3,13.1,0.56,0.0,0.0,,7.3,13.1,0.56,5.2,6.6,0.79,4.3,9.0,13.3,1.6,0.6,2.8,3.4,6.7,19.9,113.0,106.0
2014,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",21.0,NBA,C,81.0,81.0,2282.0,8.2,15.5,0.53,0.0,0.0,0.0,8.2,15.5,0.53,4.5,6.0,0.76,5.2,11.2,16.4,1.3,0.5,1.6,3.1,5.7,21.0,112.0,104.0
2015,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",22.0,NBA,C,80.0,80.0,2096.0,9.2,16.1,0.57,0.0,0.0,0.0,9.2,16.1,0.57,5.4,6.8,0.79,5.3,11.8,17.1,1.0,0.8,2.3,2.7,5.5,23.8,121.0,105.0
2016,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",23.0,NBA,C,60.0,59.0,1557.0,10.1,17.8,0.56,0.0,0.0,,10.1,17.8,0.56,5.4,7.1,0.76,6.1,12.0,18.2,1.4,0.8,2.7,2.8,5.2,25.5,120.0,102.0
2017,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",24.0,NBA,C,80.0,80.0,2066.0,9.6,17.2,0.56,0.0,0.0,0.5,9.6,17.2,0.56,4.3,5.3,0.81,5.5,13.1,18.6,1.4,0.9,1.5,2.6,5.3,23.5,120.0,105.0
2018,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",25.0,NBA,C,77.0,77.0,1727.0,11.1,19.6,0.57,0.9,2.1,0.4,10.3,17.5,0.59,4.9,6.0,0.81,5.2,13.6,18.8,2.3,0.8,2.0,3.3,5.5,28.0,120.0,103.0
2019,31,2948,TOT,Total After Trade,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,49.0,27.0,1091.0,13.5,24.0,0.56,0.6,2.1,0.29,12.8,21.9,0.59,6.6,8.3,0.8,4.7,14.0,18.7,3.1,0.8,2.4,4.0,6.5,34.1,114.0,104.0
2019,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,30.0,10.0,564.0,12.7,22.0,0.57,0.8,2.5,0.3,11.9,19.5,0.61,6.5,8.0,0.82,4.6,13.8,18.4,2.5,1.1,2.0,3.3,7.0,32.6,121.0,103.0
2019,15,2948,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,19.0,17.0,527.0,14.3,26.3,0.55,0.5,1.7,0.28,13.9,24.6,0.56,6.6,8.6,0.77,4.9,14.2,19.1,3.9,0.6,2.8,4.8,6.0,35.7,109.0,105.0
2020,15,2948,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",27.0,NBA,C,70.0,70.0,1845.0,10.9,18.7,0.58,0.8,2.3,0.35,10.1,16.4,0.62,3.7,5.1,0.74,5.4,14.6,19.9,3.3,0.8,1.9,3.2,4.7,26.4,120.0,107.0
2021,15,2948,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",28.0,NBA,C,21.0,20.0,577.0,11.3,19.6,0.58,0.7,1.8,0.36,10.7,17.8,0.6,5.1,6.7,0.76,6.0,13.3,19.3,3.4,1.0,1.3,3.8,5.6,28.4,119.0,110.0
