Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1983,20,NYK,New York Knicks,Bill Cartwright,25,82,82,2468,9.1,16.1,0.57,0.0,0.0,,9.1,16.1,0.57,7.6,10.2,0.74,3.7,8.1,11.8,2.7,0.8,2.5,4.1,6.3,25.9,,114,99
1983,20,NYK,New York Knicks,Truck Robinson,31,81,76,2426,6.6,14.4,0.46,0.0,0.0,,6.6,14.4,0.46,2.4,4.1,0.59,4.1,9.3,13.4,3.0,1.2,0.5,3.9,4.9,15.7,,93,99
1983,20,NYK,New York Knicks,Bernard King,26,68,68,2207,13.5,25.6,0.53,0.0,0.1,0.0,13.5,25.5,0.53,6.3,8.7,0.72,2.2,5.1,7.3,4.4,2.0,0.3,4.4,5.2,33.3,,107,100
1983,20,NYK,New York Knicks,Paul Westphal,32,80,59,1978,8.0,17.3,0.46,0.4,1.2,0.29,7.6,16.1,0.47,3.7,4.6,0.8,0.5,2.4,2.9,11.0,2.2,0.4,4.9,4.5,20.0,,100,102
1983,20,NYK,New York Knicks,Trent Tucker,23,78,59,1830,8.1,17.5,0.46,0.4,0.8,0.47,7.7,16.7,0.46,1.2,1.7,0.67,2.0,3.8,5.8,5.3,1.5,0.2,1.9,6.4,17.7,,104,102
1983,20,NYK,New York Knicks,Louis Orr,24,82,14,1666,8.1,17.6,0.46,0.0,0.1,0.0,8.1,17.6,0.46,4.2,5.2,0.8,2.8,4.0,6.8,2.8,1.9,0.7,2.8,4.0,20.4,,103,101
1983,20,NYK,New York Knicks,Ed Sherod,23,64,37,1624,5.2,12.8,0.41,0.0,0.4,0.08,5.2,12.4,0.42,1.6,2.4,0.65,1.3,3.2,4.5,9.5,2.9,0.4,3.2,3.4,12.0,,95,100
1983,20,NYK,New York Knicks,Marvin Webster,30,82,0,1472,5.6,11.1,0.51,0.0,0.0,0.0,5.6,11.1,0.51,3.6,6.1,0.59,5.9,9.0,14.9,1.6,1.2,4.4,3.4,7.1,14.9,,102,96
1983,20,NYK,New York Knicks,Ernie Grunfeld,27,77,0,1422,5.8,13.1,0.44,0.0,0.1,0.0,5.8,13.0,0.45,2.8,3.4,0.83,1.5,4.2,5.7,4.7,1.4,0.3,2.9,6.0,14.4,,98,102
1983,20,NYK,New York Knicks,Sly Williams,25,68,6,1385,11.2,23.1,0.48,0.1,0.7,0.1,11.1,22.4,0.5,6.3,9.3,0.68,3.4,7.0,10.4,4.8,2.6,0.1,4.8,5.9,28.8,,102,98
1983,20,NYK,New York Knicks,Rory Sparrow,24,32,9,880,7.2,16.8,0.43,0.1,0.4,0.29,7.1,16.4,0.43,3.5,4.8,0.73,1.2,3.8,5.0,8.9,2.1,0.2,4.0,5.2,18.0,,98,101
1983,20,NYK,New York Knicks,Vince Taylor,22,31,0,321,5.7,15.7,0.36,0.0,0.0,,5.7,15.7,0.36,3.2,4.9,0.66,2.9,2.6,5.5,6.3,3.1,0.3,4.6,8.3,14.6,,85,100
1983,20,NYK,New York Knicks,Scott Hastings,22,21,0,98,4.0,11.1,0.36,0.0,0.5,0.0,4.0,10.6,0.38,3.5,7.1,0.5,5.0,10.6,15.7,0.5,2.5,0.0,3.0,15.7,11.6,,85,95
1983,20,NYK,New York Knicks,Mike Davis,26,8,0,28,7.1,17.7,0.4,0.0,0.0,,7.1,17.7,0.4,10.6,17.7,0.6,5.3,12.4,17.7,0.0,0.0,7.1,0.0,7.1,24.7,,116,93
