Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,23.0,GSW,NBA,C,54.0,369.0,5.8,0.401,0.0,0.17,12.2,18.5,15.3,3.7,0.9,2.6,19.2,13.3,,-0.3,0.3,0.0,-0.006,,-6.2,-0.9,-7.1,-0.5
1984,24.0,GSW,NBA,C,46.0,360.0,5.3,0.43,0.0,0.277,7.6,22.8,14.7,3.8,1.2,0.5,20.5,12.7,,-0.4,0.4,0.0,0.0,,-5.8,-0.5,-6.4,-0.4
1985,25.0,TOT,NBA,C,11.0,82.0,13.2,0.438,0.0,0.45,16.1,25.4,20.6,0.0,1.2,3.6,7.7,12.8,,0.0,0.1,0.2,0.095,,-0.4,-1.5,-1.9,0.0
1985,25.0,NJN,NBA,C,7.0,76.0,13.9,0.476,0.0,0.563,14.3,25.9,19.9,0.0,1.3,3.1,4.8,11.1,,0.1,0.1,0.2,0.124,,0.2,-1.2,-1.0,0.0
1985,25.0,CHI,NBA,C,3.0,3.0,9.1,0.5,0.0,0.0,39.6,37.7,38.6,0.0,0.0,0.0,33.3,41.8,,0.0,0.0,0.0,-0.225,,-8.9,-6.4,-15.3,0.0
1985,25.0,MIL,NBA,C,1.0,3.0,0.0,0.0,0.0,0.0,37.2,0.0,18.5,0.0,0.0,19.8,0.0,27.2,,0.0,0.0,0.0,-0.338,,-7.6,-3.3,-10.8,0.0
1987,27.0,TOT,NBA,C,30.0,195.0,11.0,0.5,0.0,0.314,13.3,19.6,16.4,5.5,1.2,3.3,17.1,14.5,,0.0,0.2,0.3,0.071,,-2.8,-0.1,-2.9,0.0
1987,27.0,POR,NBA,C,7.0,17.0,29.1,0.59,0.0,0.375,40.4,12.9,26.3,8.6,2.7,3.3,17.7,26.2,,0.1,0.0,0.1,0.239,,7.1,-2.1,5.0,0.0
1987,27.0,MIL,NBA,C,5.0,48.0,5.8,0.281,0.0,0.083,6.9,30.5,18.5,7.7,1.0,1.3,0.0,10.6,,0.0,0.1,0.1,0.052,,-6.5,-1.5,-8.1,-0.1
1987,27.0,NJN,NBA,C,18.0,130.0,10.6,0.551,0.0,0.387,12.1,16.4,14.3,4.2,1.1,4.1,21.6,14.4,,0.0,0.1,0.2,0.056,,-2.7,0.7,-2.0,0.0
1988,28.0,NJN,NBA,C,54.0,399.0,7.1,0.498,0.0,0.398,9.0,19.9,14.2,5.2,1.1,0.9,21.9,14.0,,-0.2,0.3,0.2,0.022,,-5.3,-0.7,-6.0,-0.4
