Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1990,23.0,POR,NBA,PF,82.0,0.0,1565.0,8.9,22.5,0.397,0.4,1.3,0.273,8.6,21.2,0.405,4.1,7.5,0.55,3.3,5.9,9.2,2.2,1.6,1.6,3.9,6.8,22.4,,90.0,104.0
1991,24.0,POR,NBA,PF,82.0,11.0,1940.0,9.2,19.8,0.463,0.1,0.5,0.316,9.0,19.4,0.466,5.0,7.7,0.653,3.0,5.6,8.6,3.7,1.9,1.9,3.3,6.5,23.6,,104.0,104.0
1992,25.0,POR,NBA,SF,82.0,7.0,2124.0,9.1,19.5,0.466,0.0,0.3,0.091,9.1,19.2,0.471,5.0,7.5,0.664,3.2,6.3,9.5,3.1,1.9,2.4,3.5,6.3,23.2,,103.0,103.0
1993,26.0,POR,NBA,PF,82.0,12.0,2575.0,11.9,25.1,0.473,0.4,1.4,0.247,11.5,23.7,0.487,5.4,7.8,0.69,3.1,7.1,10.2,3.4,1.8,3.1,3.3,5.4,29.5,,106.0,103.0
1994,27.0,POR,NBA,C,82.0,64.0,2853.0,10.9,23.9,0.457,0.2,0.9,0.245,10.7,23.0,0.465,6.0,7.8,0.765,2.8,6.6,9.4,2.7,2.0,1.9,2.9,4.5,28.0,,107.0,104.0
1995,28.0,POR,NBA,SF,75.0,73.0,2725.0,11.2,24.8,0.452,2.7,7.2,0.371,8.5,17.6,0.486,5.0,7.2,0.694,2.9,5.1,7.9,3.7,1.5,1.5,3.0,4.5,30.1,,113.0,107.0
1996,29.0,POR,NBA,SF,78.0,76.0,2980.0,9.6,22.7,0.423,3.1,8.2,0.378,6.5,14.5,0.449,6.3,9.4,0.664,2.1,5.6,7.7,3.3,1.5,1.2,3.4,4.3,28.6,,108.0,105.0
1997,30.0,POR,NBA,SF,81.0,79.0,3077.0,7.6,17.9,0.426,2.1,6.0,0.346,5.5,11.9,0.466,3.7,5.3,0.696,1.5,4.0,5.5,4.5,1.7,1.1,3.0,4.3,21.0,,106.0,105.0
1998,31.0,PHO,NBA,SF,80.0,64.0,2359.0,9.5,19.9,0.479,0.6,1.9,0.321,8.9,18.0,0.496,5.5,8.0,0.689,3.4,5.7,9.1,3.8,2.0,2.0,3.1,5.5,25.2,,108.0,101.0
1999,32.0,PHO,NBA,SF,50.0,35.0,1740.0,9.2,19.3,0.475,1.8,4.3,0.417,7.4,15.0,0.492,5.0,7.2,0.697,2.1,4.8,7.0,3.9,2.3,1.8,2.7,4.7,25.1,,110.0,103.0
2001,34.0,PHO,NBA,PF,82.0,82.0,2751.0,9.4,22.2,0.422,1.7,4.7,0.361,7.7,17.6,0.439,4.7,6.7,0.709,2.0,4.3,6.3,4.4,1.6,1.5,3.5,4.8,25.2,,99.0,100.0
2002,35.0,DET,NBA,PF,80.0,80.0,2855.0,8.5,20.0,0.425,2.1,5.7,0.378,6.3,14.3,0.443,2.7,3.8,0.694,1.5,5.7,7.2,3.8,1.7,1.8,2.8,4.5,21.8,,98.0,103.0
2003,36.0,DET,NBA,PF,81.0,69.0,2825.0,7.3,18.3,0.398,1.7,5.1,0.336,5.6,13.2,0.422,3.2,4.7,0.676,1.6,4.6,6.2,5.2,1.7,1.7,3.1,5.1,19.4,,97.0,101.0
2004,37.0,GSW,NBA,PF,82.0,82.0,2846.0,6.9,17.8,0.387,2.1,5.9,0.357,4.8,11.9,0.403,2.3,3.2,0.711,1.0,5.0,6.0,5.1,1.3,1.4,3.2,4.5,18.2,,94.0,105.0
2005,38.0,TOT,NBA,"C,PF",71.0,29.0,1689.0,6.3,16.2,0.386,2.1,6.0,0.347,4.2,10.2,0.409,1.9,3.0,0.639,1.7,4.8,6.5,3.2,1.9,1.6,2.0,5.6,16.5,,97.0,106.0
2005,38.0,GSW,NBA,C,42.0,29.0,1090.0,6.7,16.7,0.398,2.0,6.0,0.331,4.7,10.7,0.436,1.7,2.7,0.603,1.5,3.9,5.4,3.5,2.1,1.8,1.9,5.1,17.0,,98.0,107.0
2005,38.0,NJN,NBA,PF,29.0,0.0,599.0,5.5,15.2,0.361,2.2,5.9,0.379,3.2,9.3,0.35,2.4,3.5,0.692,2.1,6.5,8.5,2.7,1.6,1.3,2.2,6.7,15.6,,94.0,103.0
2006,39.0,NJN,NBA,PF,80.0,13.0,1863.0,6.3,14.7,0.427,1.7,5.0,0.343,4.6,9.7,0.47,1.5,2.3,0.658,1.6,6.1,7.7,2.6,1.3,1.1,1.8,5.9,15.8,,99.0,103.0
2007,40.0,NJN,NBA,C,50.0,1.0,955.0,4.5,12.0,0.372,1.4,3.6,0.379,3.1,8.4,0.368,0.9,2.0,0.444,1.7,5.0,6.7,2.8,0.7,1.3,1.7,5.4,11.2,,91.0,108.0
