Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1993,20,689,NYK,New York Knicks,Hubert Davis,"May 17, 1970",22.0,NBA,SG,50.0,2.0,815.0,6.9,15.6,0.44,0.4,1.2,0.32,6.5,14.5,0.45,2.7,3.4,0.8,0.8,2.7,3.5,5.2,1.4,0.2,2.8,4.4,16.8,,99.0,104.0
1994,20,689,NYK,New York Knicks,Hubert Davis,"May 17, 1970",23.0,NBA,SG,56.0,27.0,1333.0,9.2,19.6,0.47,2.1,5.1,0.4,7.2,14.5,0.5,3.3,4.0,0.82,0.9,1.7,2.6,6.4,1.6,0.2,2.9,4.6,23.8,,112.0,103.0
1995,20,689,NYK,New York Knicks,Hubert Davis,"May 17, 1970",24.0,NBA,SG,82.0,4.0,1697.0,9.2,19.1,0.48,4.1,8.9,0.46,5.1,10.2,0.5,3.0,3.7,0.81,0.9,2.5,3.4,4.7,1.1,0.3,2.7,4.5,25.4,,116.0,109.0
1996,20,689,NYK,New York Knicks,Hubert Davis,"May 17, 1970",25.0,NBA,SG,74.0,14.0,1773.0,8.2,16.8,0.49,3.8,7.9,0.48,4.4,8.9,0.5,3.3,3.8,0.87,1.0,2.6,3.7,3.1,0.9,0.2,1.9,3.6,23.5,,122.0,109.0
1997,28,689,TOR,Toronto Raptors,Hubert Davis,"May 17, 1970",26.0,NBA,SG,36.0,0.0,623.0,6.3,15.6,0.4,1.4,6.0,0.23,4.9,9.7,0.51,1.4,2.0,0.74,0.9,2.5,3.4,2.9,0.9,0.2,1.8,3.4,15.4,,99.0,114.0
1998,7,689,DAL,Dallas Mavericks,Hubert Davis,"May 17, 1970",27.0,NBA,SG,81.0,30.0,2378.0,7.9,17.2,0.46,2.3,5.2,0.44,5.6,12.1,0.46,2.2,2.6,0.84,0.8,3.0,3.8,3.5,1.0,0.1,2.0,2.6,20.2,,109.0,112.0
1999,7,689,DAL,Dallas Mavericks,Hubert Davis,"May 17, 1970",28.0,NBA,SG,50.0,21.0,1378.0,6.8,15.5,0.44,2.5,5.6,0.45,4.3,9.9,0.43,1.7,2.0,0.88,0.1,3.2,3.4,3.5,0.8,0.1,2.2,3.0,17.9,,106.0,110.0
2001,31,689,TOT,Total After Trade,Hubert Davis,"May 17, 1970",30.0,NBA,PG,66.0,18.0,1692.0,6.0,13.2,0.45,2.4,5.2,0.46,3.6,8.0,0.45,1.6,1.9,0.87,0.9,3.4,4.2,3.4,1.1,0.0,2.5,3.7,16.0,,106.0,109.0
2001,7,689,DAL,Dallas Mavericks,Hubert Davis,"May 17, 1970",30.0,NBA,PG,51.0,7.0,1261.0,5.7,12.8,0.44,2.4,5.4,0.44,3.3,7.4,0.45,1.4,1.7,0.85,0.7,3.7,4.5,2.5,1.2,0.0,2.3,3.8,15.2,,103.0,107.0
2001,30,689,WAS,Washington Wizards,Hubert Davis,"May 17, 1970",30.0,NBA,PG,15.0,11.0,431.0,6.8,14.3,0.48,2.4,4.6,0.53,4.4,9.7,0.46,2.3,2.5,0.9,1.2,2.4,3.6,5.9,0.7,0.0,3.0,3.5,18.4,,113.0,113.0
2002,30,689,WAS,Washington Wizards,Hubert Davis,"May 17, 1970",31.0,NBA,SG,51.0,17.0,1231.0,6.4,14.4,0.45,2.5,5.6,0.45,3.9,8.8,0.44,0.7,0.9,0.76,0.3,3.1,3.4,4.7,1.2,0.1,1.9,2.6,16.1,,109.0,111.0
2003,9,689,DET,Detroit Pistons,Hubert Davis,"May 17, 1970",32.0,NBA,SG,43.0,1.0,328.0,5.2,13.3,0.39,2.0,6.1,0.33,3.2,7.3,0.44,0.8,1.0,0.83,1.0,5.1,6.1,4.9,0.8,0.0,1.9,3.9,13.3,,101.0,104.0
2004,31,689,TOT,Total After Trade,Hubert Davis,"May 17, 1970",33.0,NBA,SG,17.0,0.0,78.0,0.7,7.6,0.09,0.0,0.7,0.0,0.7,6.9,0.1,1.4,1.4,1.0,1.4,4.1,5.5,2.8,1.4,0.0,2.1,8.3,2.8,,51.0,101.0
2004,9,689,DET,Detroit Pistons,Hubert Davis,"May 17, 1970",33.0,NBA,SG,3.0,0.0,23.0,0.0,4.8,0.0,0.0,2.4,0.0,0.0,2.4,0.0,0.0,0.0,,0.0,0.0,0.0,2.4,0.0,0.0,2.4,9.5,0.0,,18.0,106.0
2004,3,689,NJN,New Jersey Nets,Hubert Davis,"May 17, 1970",33.0,NBA,SG,14.0,0.0,55.0,1.0,8.8,0.11,0.0,0.0,,1.0,8.8,0.11,2.0,2.0,1.0,2.0,5.9,7.8,2.9,2.0,0.0,2.0,7.8,3.9,,59.0,100.0
