Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015,5,1921,CHI,Chicago Bulls,23.0,NBA,SF,3.0,10.0,19.1,0.64,0.67,0.67,11.2,10.8,11.0,16.2,0.0,0.0,20.5,22.2,0.0,0.0,0.0,0.19,4.1,-0.2,3.9,0.0
2017,21,1921,OKC,Oklahoma City Thunder,25.0,NBA,SF,5.0,66.0,12.1,0.69,0.72,0.0,0.0,8.7,4.1,2.3,0.7,1.5,5.3,12.3,0.1,0.0,0.1,0.09,1.9,-0.6,1.3,0.1
2019,12,1921,IND,Indiana Pacers,27.0,NBA,SF,3.0,29.0,6.0,0.26,0.7,0.4,10.3,8.3,9.4,21.9,0.0,3.3,0.0,18.6,-0.1,0.0,0.0,-0.06,-2.5,-0.9,-3.4,0.0
2020,12,1921,IND,Indiana Pacers,28.0,NBA,PF,4.0,54.0,-0.6,0.33,0.67,0.0,0.0,6.7,3.3,2.7,0.9,0.0,6.3,13.6,-0.2,0.0,-0.2,-0.14,-5.5,-4.4,-9.9,-0.1
