SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,28,TOR,Fred VanVleet,25,11,11,430,6.4,15.9,0.4,3.6,9.2,0.39,2.8,6.7,0.41,1.8,2.1,0.84,0.4,3.6,4.0,6.4,1.5,0.6,1.8,2.3,18.1
2020,28,TOR,Pascal Siakam,25,11,11,418,6.2,15.7,0.4,0.9,4.6,0.19,5.3,11.1,0.48,2.8,4.0,0.72,1.2,5.9,7.1,3.6,1.0,0.3,1.9,2.8,16.1
2020,28,TOR,Kyle Lowry,33,11,11,413,5.4,12.9,0.42,2.0,6.3,0.32,3.4,6.6,0.51,4.2,5.2,0.8,0.7,5.6,6.3,5.6,1.7,0.7,2.4,3.5,17.0
2020,28,TOR,OG Anunoby,22,11,11,393,3.7,8.1,0.46,1.6,3.8,0.42,2.1,4.3,0.49,1.6,2.6,0.64,2.4,4.6,7.0,1.2,1.0,1.2,1.5,2.5,10.5
2020,28,TOR,Norman Powell,26,11,0,273,6.7,13.7,0.49,2.9,6.9,0.42,3.8,6.9,0.56,3.0,3.8,0.79,0.5,2.9,3.4,1.5,0.8,0.4,1.5,3.8,19.4
2020,28,TOR,Serge Ibaka,30,11,0,251,9.0,15.8,0.57,3.3,6.5,0.51,5.7,9.3,0.62,2.0,2.0,1.0,2.4,9.8,12.2,1.9,0.3,2.0,1.7,3.9,23.4
2020,28,TOR,Marc Gasol,35,11,11,228,3.9,10.1,0.39,0.8,4.3,0.18,3.2,5.8,0.54,1.7,2.4,0.73,0.6,6.9,7.6,4.6,0.8,1.1,2.5,5.1,10.4
2020,28,TOR,Terence Davis,22,6,0,84,6.0,12.4,0.48,3.4,8.1,0.42,2.6,4.3,0.6,3.0,3.0,1.0,0.9,4.7,5.6,3.0,0.4,0.0,2.6,4.7,18.4
2020,28,TOR,Matt Thomas,25,10,0,84,5.6,9.0,0.62,2.1,5.1,0.42,3.4,3.9,0.89,0.0,0.0,,0.4,5.6,6.0,3.0,0.4,0.4,0.4,2.6,13.3
2020,28,TOR,Chris Boucher,27,7,0,43,2.5,9.2,0.27,1.7,4.2,0.4,0.8,5.0,0.17,0.0,0.8,0.0,2.5,7.5,10.0,0.8,0.0,1.7,0.8,4.2,6.7
2020,28,TOR,Rondae Hollis-Jefferson,25,5,0,39,3.7,9.2,0.4,0.0,0.9,0.0,3.7,8.3,0.44,5.5,7.4,0.75,4.6,4.6,9.2,2.8,1.8,0.9,0.9,4.6,12.9
2020,28,TOR,Stanley Johnson,23,3,0,20,9.0,19.8,0.46,3.6,9.0,0.4,5.4,10.8,0.5,1.8,1.8,1.0,1.8,5.4,7.2,10.8,0.0,0.0,1.8,5.4,23.4
2020,28,TOR,Paul Watson,25,2,0,9,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.0,0.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0
2020,28,TOR,Malcolm Miller,26,1,0,5,7.2,21.6,0.33,7.2,7.2,1.0,0.0,14.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,21.6
