PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shai Gilgeous-Alexander,21,7,7,279,5.0,11.6,0.433,1.8,4.5,0.4,3.2,7.1,0.455,2.8,3.0,0.9570000000000001,0.4,4.4,4.8,3.7,0.9,0.4,1.9,2.2,14.7
Chris Paul,34,7,7,261,7.6,15.4,0.491,2.2,5.9,0.37200000000000005,5.4,9.5,0.565,3.2,3.6,0.885,0.4,6.8,7.2,5.1,1.5,0.4,3.2,2.5,20.6
Dennis Schröder,26,7,0,227,7.0,17.3,0.40399999999999997,2.1,7.1,0.289,4.9,10.1,0.484,3.2,4.0,0.8,0.3,3.8,4.1,4.0,0.6,0.2,2.7,2.4,19.2
Danilo Gallinari,31,7,7,212,5.4,13.4,0.405,2.0,6.3,0.324,3.4,7.1,0.47600000000000003,4.9,5.1,0.9670000000000001,0.8,5.6,6.5,1.2,0.8,0.2,2.5,1.9,17.8
Steven Adams,26,7,7,210,5.3,8.9,0.596,0.0,0.2,0.0,5.3,8.7,0.608,1.5,3.4,0.45,5.8,8.1,13.9,1.5,0.7,0.3,2.7,1.7,12.2
Luguentz Dort,20,6,6,175,5.6,15.6,0.355,2.7,10.3,0.26,2.9,5.3,0.5379999999999999,1.6,3.1,0.5329999999999999,1.0,3.5,4.5,1.2,0.4,1.2,3.1,5.1,15.4
Darius Bazley,19,7,0,126,3.7,8.9,0.419,3.1,6.3,0.5,0.6,2.6,0.222,2.6,2.9,0.9,0.6,12.9,13.4,1.7,0.0,0.9,1.7,0.6,13.1
Nerlens Noel,25,7,0,97,3.0,6.3,0.47100000000000003,0.0,0.4,0.0,3.0,5.9,0.5,1.9,3.7,0.5,1.9,8.9,10.8,1.1,0.7,1.9,0.7,5.6,7.8
Terrance Ferguson,21,4,1,42,1.7,9.4,0.182,1.7,8.6,0.2,0.0,0.9,0.0,0.0,0.0,,0.9,2.6,3.4,0.9,0.9,0.0,0.9,2.6,5.1
Hamidou Diallo,21,3,0,25,5.8,15.8,0.364,1.4,7.2,0.2,4.3,8.6,0.5,5.8,10.1,0.5710000000000001,2.9,5.8,8.6,1.4,0.0,2.9,2.9,0.0,18.7
Abdel Nader,26,3,0,25,1.4,10.1,0.14300000000000002,1.4,7.2,0.2,0.0,2.9,0.0,1.4,2.9,0.5,1.4,2.9,4.3,0.0,1.4,2.9,0.0,1.4,5.8
Mike Muscala,28,2,0,20,1.8,3.6,0.5,1.8,1.8,1.0,0.0,1.8,0.0,0.0,0.0,,0.0,7.2,7.2,1.8,0.0,0.0,0.0,3.6,5.4
Andre Roberson,28,1,0,3,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Deonte Burton,26,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
