Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",20.0,NBA,SG,59.0,0.0,939.0,5.9,13.7,0.43,0.6,1.7,0.33,5.3,12.0,0.44,4.0,5.5,0.73,2.2,2.9,5.1,2.1,1.0,0.2,2.0,3.2,16.3
2013,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",21.0,NBA,SG,64.0,0.0,1137.0,5.2,12.3,0.42,1.0,2.9,0.36,4.1,9.4,0.44,2.9,4.1,0.71,1.2,3.4,4.6,2.9,1.1,0.4,2.3,3.6,14.3
2014,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",22.0,NBA,SG,78.0,12.0,2193.0,6.2,13.6,0.46,0.8,2.3,0.35,5.4,11.3,0.48,4.6,6.1,0.75,1.0,3.3,4.2,3.5,1.1,0.2,2.4,3.1,17.9
2015,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",23.0,NBA,SG,27.0,27.0,899.0,4.8,12.0,0.4,1.0,2.7,0.38,3.8,9.3,0.41,4.2,5.2,0.82,0.8,3.8,4.6,3.3,0.7,0.2,2.1,2.6,15.0
2016,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",24.0,NBA,SG,31.0,3.0,797.0,6.2,15.1,0.41,1.4,3.6,0.4,4.7,11.5,0.41,4.8,6.4,0.75,0.7,4.2,4.9,2.8,0.8,0.2,2.3,3.2,18.6
2017,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",25.0,NBA,SG,42.0,0.0,653.0,5.5,13.7,0.4,1.4,4.2,0.33,4.1,9.5,0.43,3.3,4.3,0.77,0.9,5.7,6.6,1.7,1.0,0.3,1.9,2.8,15.6
2018,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",26.0,NBA,SG,64.0,1.0,1059.0,5.8,14.1,0.41,1.6,4.8,0.33,4.2,9.2,0.45,3.6,4.2,0.86,0.6,5.9,6.5,2.3,1.3,0.3,2.0,2.5,16.8
2019,31,424,TOT,Total After Trade,Alec Burks,"July 20, 1991",27.0,NBA,SG,64.0,24.0,1375.0,5.0,12.4,0.4,1.6,4.4,0.36,3.4,8.0,0.43,3.0,3.7,0.82,0.8,5.4,6.2,3.4,1.0,0.5,1.7,2.4,14.7
2019,29,424,UTA,Utah Jazz,Alec Burks,"July 20, 1991",27.0,NBA,SG,17.0,0.0,269.0,6.3,15.3,0.41,2.1,5.8,0.37,4.1,9.5,0.44,4.4,5.1,0.87,0.3,3.3,3.6,2.7,0.8,0.5,2.0,2.9,19.1
2019,6,424,CLE,Cleveland Cavaliers,Alec Burks,"July 20, 1991",27.0,NBA,SG,34.0,24.0,979.0,5.0,12.5,0.4,1.7,4.4,0.38,3.3,8.1,0.41,2.9,3.6,0.81,1.0,5.9,6.8,3.6,0.9,0.6,1.7,2.3,14.6
2019,26,424,SAC,Sacramento Kings,Alec Burks,"July 20, 1991",27.0,NBA,SG,13.0,0.0,127.0,2.6,5.7,0.45,0.0,1.7,0.0,2.6,4.0,0.64,1.1,1.4,0.8,0.6,5.7,6.2,2.8,2.3,0.3,1.1,2.0,6.2
2020,31,424,TOT,Total After Trade,Alec Burks,"July 20, 1991",28.0,NBA,"SF,SG",66.0,19.0,1754.0,6.6,15.8,0.42,2.4,6.2,0.38,4.2,9.6,0.44,4.8,5.4,0.89,1.0,4.8,5.8,3.9,1.3,0.3,1.9,2.6,20.4
2020,10,424,GSW,Golden State Warriors,Alec Burks,"July 20, 1991",28.0,NBA,SF,48.0,18.0,1390.0,6.3,15.6,0.41,2.2,5.8,0.38,4.1,9.8,0.42,5.2,5.8,0.9,1.0,4.9,5.9,3.9,1.3,0.4,2.0,2.8,20.0
2020,23,424,PHI,Philadelphia 76Ers,Alec Burks,"July 20, 1991",28.0,NBA,SG,18.0,1.0,364.0,7.6,16.5,0.46,3.2,7.6,0.42,4.5,8.9,0.5,3.4,4.1,0.83,1.1,4.5,5.5,3.8,1.2,0.0,1.5,2.1,21.8
2021,20,424,NYK,New York Knicks,Alec Burks,"July 20, 1991",29.0,NBA,SG,14.0,3.0,366.0,5.8,13.8,0.42,3.2,7.2,0.45,2.6,6.6,0.39,3.2,4.0,0.8,0.9,5.4,6.3,3.1,1.3,0.5,1.7,2.9,18.1
