Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,20.0,UTA,NBA,SG,59.0,0.0,939.0,5.9,13.7,0.429,0.6,1.7,0.333,5.3,12.0,0.442,4.0,5.5,0.727,2.2,2.9,5.1,2.1,1.0,0.2,2.0,3.2,16.3
2013,21.0,UTA,NBA,SG,64.0,0.0,1137.0,5.2,12.3,0.42,1.0,2.9,0.359,4.1,9.4,0.439,2.9,4.1,0.713,1.2,3.4,4.6,2.9,1.1,0.4,2.3,3.6,14.3
2014,22.0,UTA,NBA,SG,78.0,12.0,2193.0,6.2,13.6,0.457,0.8,2.3,0.35,5.4,11.3,0.48,4.6,6.1,0.748,1.0,3.3,4.2,3.5,1.1,0.2,2.4,3.1,17.9
2015,23.0,UTA,NBA,SG,27.0,27.0,899.0,4.8,12.0,0.403,1.0,2.7,0.382,3.8,9.3,0.409,4.2,5.2,0.822,0.8,3.8,4.6,3.3,0.7,0.2,2.1,2.6,15.0
2016,24.0,UTA,NBA,SG,31.0,3.0,797.0,6.2,15.1,0.41,1.4,3.6,0.405,4.7,11.5,0.412,4.8,6.4,0.752,0.7,4.2,4.9,2.8,0.8,0.2,2.3,3.2,18.6
2017,25.0,UTA,NBA,SG,42.0,0.0,653.0,5.5,13.7,0.399,1.4,4.2,0.329,4.1,9.5,0.43,3.3,4.3,0.769,0.9,5.7,6.6,1.7,1.0,0.3,1.9,2.8,15.6
2018,26.0,UTA,NBA,SG,64.0,1.0,1059.0,5.8,14.1,0.411,1.6,4.8,0.331,4.2,9.2,0.452,3.6,4.2,0.863,0.6,5.9,6.5,2.3,1.3,0.3,2.0,2.5,16.8
2019,27.0,TOT,NBA,SG,64.0,24.0,1375.0,5.0,12.4,0.405,1.6,4.4,0.363,3.4,8.0,0.428,3.0,3.7,0.823,0.8,5.4,6.2,3.4,1.0,0.5,1.7,2.4,14.7
2019,27.0,UTA,NBA,SG,17.0,0.0,269.0,6.3,15.3,0.412,2.1,5.8,0.372,4.1,9.5,0.437,4.4,5.1,0.868,0.3,3.3,3.6,2.7,0.8,0.5,2.0,2.9,19.1
2019,27.0,CLE,NBA,SG,34.0,24.0,979.0,5.0,12.5,0.4,1.7,4.4,0.378,3.3,8.1,0.412,2.9,3.6,0.806,1.0,5.9,6.8,3.6,0.9,0.6,1.7,2.3,14.6
2019,27.0,SAC,NBA,SG,13.0,0.0,127.0,2.6,5.7,0.45,0.0,1.7,0.0,2.6,4.0,0.643,1.1,1.4,0.8,0.6,5.7,6.2,2.8,2.3,0.3,1.1,2.0,6.2
2020,28.0,TOT,NBA,"SF,SG",66.0,19.0,1754.0,6.6,15.8,0.418,2.4,6.2,0.385,4.2,9.6,0.439,4.8,5.4,0.887,1.0,4.8,5.8,3.9,1.3,0.3,1.9,2.6,20.4
2020,28.0,GSW,NBA,SF,48.0,18.0,1390.0,6.3,15.6,0.406,2.2,5.8,0.375,4.1,9.8,0.424,5.2,5.8,0.897,1.0,4.9,5.9,3.9,1.3,0.4,2.0,2.8,20.0
2020,28.0,PHI,NBA,SG,18.0,1.0,364.0,7.6,16.5,0.461,3.2,7.6,0.416,4.5,8.9,0.5,3.4,4.1,0.829,1.1,4.5,5.5,3.8,1.2,0.0,1.5,2.1,21.8
2021,29.0,NYK,NBA,SG,3.0,0.0,83.0,7.4,13.9,0.531,4.3,6.5,0.667,3.0,7.4,0.412,7.8,8.7,0.9,0.0,4.8,4.8,4.8,1.3,0.9,3.0,4.3,26.9
