NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
33,Kareem Abdul-Jabbar,C,7-2,225,1947-04-16,US,13,UCLA
35,Billy Ray Bates,SG,6-4,210,1956-05-31,US,3,Kentucky State University
35,Joe Cooper,C,6-10,230,1957-09-01,US,1,"Howard University, Tulsa, Colorado"
21,Michael Cooper,SG,6-5,170,1956-04-15,US,4,New Mexico
34,Clay Johnson,SG,6-4,175,1956-07-18,US,1,Missouri
32,Magic Johnson,SG,6-9,215,1959-08-14,US,3,Michigan State
13,Dwight Jones,PF,6-10,210,1952-02-27,US,9,Houston
15,Eddie Jordan,PG,6-1,170,1955-01-29,US,5,Rutgers University
54,Mark Landsberger,PF,6-8,215,1955-05-21,US,5,"Minnesota, Arizona State"
11,Bob McAdoo,C,6-9,210,1951-09-25,US,10,UNC
40,Mike McGee,SF,6-5,190,1959-07-29,US,1,Michigan
50,Steve Mix,SF,6-7,215,1947-12-30,US,12,Toledo
10,Norm Nixon,PG,6-2,170,1955-10-11,US,5,Duquesne
31,Kurt Rambis,PF,6-8,213,1958-02-25,US,1,Santa Clara
52,Jamaal Wilkes,SF,6-6,190,1953-05-02,US,8,UCLA
42,James Worthy,SF,6-9,225,1961-02-27,US,R,UNC
