SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1983,26,KCK,9,Kenny Dennard,PF,6-8,220,1958-10-18,US,1,Duke
1983,26,KCK,13,Leon Douglas,C,6-10,230,1954-08-26,US,6,Alabama
1983,26,KCK,22,Larry Drew,PG,6-1,170,1958-04-02,US,2,Missouri
1983,26,KCK,8,Eddie Johnson,SF,6-7,215,1959-05-01,US,1,Illinois
1983,26,KCK,32,Reggie Johnson,SF,6-9,205,1957-06-25,US,2,Tennessee
1983,26,KCK,33,Steve Johnson,C,6-10,235,1957-11-03,US,1,Oregon State
1983,26,KCK,51,Reggie King,SF,6-6,225,1957-02-14,US,3,Alabama
1983,26,KCK,30,Kevin Loder,SF,6-6,205,1959-03-15,US,1,"Kentucky State University, Alabama State University"
1983,26,KCK,50,Joe Meriweather,C,6-10,215,1953-10-26,US,7,Southern Illinois
1983,26,KCK,20,Ed Nealy,PF,6-7,238,1960-02-19,US,R,Kansas State
1983,26,KCK,14,Brook Steppe,SG,6-5,195,1959-11-07,US,R,Georgia Tech
1983,26,KCK,41,LaSalle Thompson,C,6-10,245,1961-06-23,US,R,Texas
1983,26,KCK,25,Ray Williams,PG,6-3,188,1954-10-14,US,5,Minnesota
1983,26,KCK,42,Mike Woodson,SG,6-5,195,1958-03-24,US,2,Indiana
