SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1983,29,UTA,11,J.J. Anderson,SF,6-8,195,1960-09-23,US,R,Bradley
1983,29,UTA,4,Adrian Dantley,SF,6-5,208,1955-02-28,US,6,Notre Dame
1983,29,UTA,20,John Drew,SF,6-6,205,1954-09-30,US,8,Gardner-Webb University
1983,29,UTA,53,Mark Eaton,C,7-4,275,1957-01-24,US,R,UCLA
1983,29,UTA,31,Jerry Eaves,PG,6-4,180,1959-02-08,US,R,Louisville
1983,29,UTA,14,Rickey Green,PG,6-0,170,1954-08-18,US,4,Michigan
1983,29,UTA,35,Darrell Griffith,SG,6-4,190,1958-06-16,US,2,Louisville
1983,29,UTA,44,Rich Kelley,C,7-0,235,1953-03-23,US,7,Stanford
1983,29,UTA,18,Kenny Natt,SG,6-3,185,1958-10-05,US,1,Louisiana-Monroe
1983,29,UTA,50,Ben Poquette,PF,6-9,235,1955-05-07,US,5,Central Michigan University
1983,29,UTA,24,Danny Schayes,C,6-11,235,1959-05-10,US,1,Syracuse
1983,29,UTA,45,Jeff Wilkins,C,6-11,230,1955-03-09,US,2,Illinois State
1983,29,UTA,5,Freeman Williams,SG,6-4,190,1956-05-15,US,4,Portland State
1983,29,UTA,25,Rickey Williams,SG,6-1,175,1957-03-12,US,R,"New Mexico, Cal State Long Beach"
