Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,8,985,DEN,Denver Nuggets,Danilo Gallinari,1988-08-08,22.0,NBA,SF,5.0,5.0,29.6,3.8,8.8,0.43,1.4,3.0,0.47,2.4,5.8,0.41,0.51,3.0,4.2,0.71,0.2,3.2,3.4,2.0,0.8,0.0,1.4,3.4,12.0
2012,8,985,DEN,Denver Nuggets,Danilo Gallinari,1988-08-08,23.0,NBA,SF,7.0,7.0,31.7,4.9,13.4,0.36,0.6,3.3,0.17,4.3,10.1,0.42,0.38,3.1,3.4,0.92,1.3,3.9,5.1,2.4,0.7,0.6,1.3,2.1,13.4
2019,13,985,LAC,Los Angeles Clippers,Danilo Gallinari,1988-08-08,30.0,NBA,SF,6.0,6.0,33.5,6.5,18.5,0.35,2.2,7.2,0.3,4.3,11.3,0.38,0.41,4.7,5.5,0.85,1.5,4.7,6.2,2.7,1.3,0.2,1.8,2.3,19.8
2020,21,985,OKC,Oklahoma City Thunder,Danilo Gallinari,1988-08-08,31.0,NBA,PF,7.0,7.0,30.3,4.6,11.3,0.4,1.7,5.3,0.32,2.9,6.0,0.48,0.48,4.1,4.3,0.97,0.7,4.7,5.4,1.0,0.7,0.1,2.1,1.6,15.0
