Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2011,18,1517,MIN,Minnesota Timberwolves,Wesley Johnson,"July 11, 1987",23.0,NBA,SG,79.0,63.0,2069.0,6.5,16.4,0.4,2.5,7.0,0.36,4.0,9.5,0.43,1.5,2.2,0.7,1.2,4.5,5.8,3.6,1.4,1.3,2.3,3.9,17.1,,101.0,112.0
2012,18,1517,MIN,Minnesota Timberwolves,Wesley Johnson,"July 11, 1987",24.0,NBA,SF,65.0,64.0,1469.0,5.5,13.9,0.4,1.9,5.9,0.31,3.7,8.0,0.46,0.8,1.2,0.71,0.8,5.4,6.2,2.1,1.2,1.7,2.1,4.0,13.8,,93.0,107.0
2013,24,1517,PHO,Phoenix Suns,Wesley Johnson,"July 11, 1987",25.0,NBA,SF,50.0,21.0,953.0,8.7,21.3,0.41,2.7,8.4,0.32,6.0,13.0,0.46,1.5,1.9,0.77,1.1,5.5,6.6,1.8,1.2,1.0,2.6,3.0,21.5,,93.0,110.0
2014,14,1517,LAL,Los Angeles Lakers,Wesley Johnson,"July 11, 1987",26.0,NBA,SF,79.0,62.0,2240.0,6.0,14.1,0.42,2.2,5.9,0.37,3.8,8.3,0.47,1.3,1.7,0.79,1.5,6.0,7.6,2.7,1.9,1.7,2.0,4.5,15.5,,100.0,110.0
2015,14,1517,LAL,Los Angeles Lakers,Wesley Johnson,"July 11, 1987",27.0,NBA,SF,76.0,59.0,2245.0,6.5,15.7,0.41,2.1,5.9,0.35,4.4,9.8,0.45,2.0,2.5,0.8,1.5,5.7,7.3,2.8,1.3,1.0,2.0,3.7,17.1,,102.0,112.0
2016,13,1517,LAC,Los Angeles Clippers,Wesley Johnson,"July 11, 1987",28.0,NBA,SF,80.0,9.0,1666.0,6.3,15.5,0.4,3.1,9.3,0.33,3.2,6.2,0.51,0.9,1.4,0.65,1.1,6.3,7.5,1.5,2.7,1.7,1.6,5.2,16.5,,98.0,102.0
2017,13,1517,LAC,Los Angeles Clippers,Wesley Johnson,"July 11, 1987",29.0,NBA,SF,68.0,3.0,810.0,4.5,12.3,0.36,1.8,7.3,0.25,2.7,5.1,0.54,0.7,1.0,0.65,1.6,9.6,11.2,1.4,1.8,1.9,1.1,5.1,11.5,,94.0,105.0
2018,13,1517,LAC,Los Angeles Clippers,Wesley Johnson,"July 11, 1987",30.0,NBA,SF,74.0,40.0,1486.0,4.9,12.0,0.41,2.0,5.8,0.34,2.9,6.2,0.47,1.4,1.9,0.74,0.9,6.1,7.1,2.0,2.5,2.0,1.8,4.8,13.2,,99.0,107.0
2019,31,1517,TOT,Total After Trade,Wesley Johnson,"July 11, 1987",31.0,NBA,SF,38.0,13.0,534.0,3.9,11.2,0.35,2.2,6.7,0.33,1.8,4.6,0.38,1.1,1.7,0.68,1.1,5.3,6.3,2.0,1.2,1.1,1.6,5.5,11.2,,94.0,115.0
2019,19,1517,NOP,New Orleans Pelicans,Wesley Johnson,"July 11, 1987",31.0,NBA,SF,26.0,13.0,377.0,4.3,10.8,0.4,2.3,6.2,0.38,2.0,4.7,0.42,0.7,1.1,0.67,1.2,5.4,6.7,2.0,1.5,0.9,1.5,5.5,11.7,,102.0,114.0
2019,30,1517,WAS,Washington Wizards,Wesley Johnson,"July 11, 1987",31.0,NBA,SF,12.0,0.0,157.0,3.0,12.1,0.25,1.8,7.8,0.23,1.2,4.2,0.29,2.1,3.0,0.7,0.6,4.8,5.4,2.1,0.6,1.5,1.8,5.4,10.0,,77.0,117.0
