Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,,1487,WSB,None,23.0,NBA,PG,79.0,29.0,2027.0,6.0,14.4,0.41,0.3,1.4,0.22,5.7,13.0,0.44,2.7,3.6,0.75,0.6,2.0,2.6,6.7,1.3,0.1,2.8,3.5,15.0
1983,,1487,WSB,None,24.0,NBA,PG,68.0,65.0,2324.0,5.0,12.2,0.41,0.2,0.9,0.23,4.8,11.2,0.42,3.0,4.0,0.75,0.7,2.0,2.8,8.5,1.7,0.1,3.7,2.6,13.2
1984,,1487,WSB,None,25.0,NBA,PG,82.0,81.0,2686.0,5.3,11.3,0.47,0.1,0.6,0.26,5.1,10.7,0.48,2.5,3.4,0.74,0.8,1.7,2.5,7.6,1.3,0.1,2.6,2.3,13.2
1985,,1487,WSB,None,26.0,NBA,PG,46.0,1.0,925.0,6.8,13.9,0.49,0.2,0.7,0.35,6.6,13.3,0.5,2.8,3.7,0.75,0.9,1.6,2.5,5.6,1.7,0.1,2.3,2.8,16.7
1986,,1487,WSB,None,27.0,NBA,PG,14.0,9.0,402.0,6.2,13.8,0.45,0.0,0.3,0.0,6.2,13.5,0.46,3.4,4.8,0.7,0.6,1.9,2.5,6.8,1.0,0.1,2.6,2.7,15.8
1987,,1487,WSB,None,28.0,NBA,PG,18.0,10.0,399.0,5.3,11.5,0.46,0.0,0.1,0.0,5.3,11.5,0.46,3.2,4.4,0.71,0.9,1.8,2.7,5.2,1.9,0.0,2.8,2.8,13.8
1988,,1487,WSB,None,29.0,NBA,PG,75.0,17.0,1258.0,6.2,14.3,0.43,0.0,0.3,0.11,6.2,14.0,0.44,3.5,4.3,0.81,1.1,2.3,3.5,5.4,2.0,0.1,2.8,3.4,15.9
1989,11.0,1487,HOU,Houston Rockets,30.0,NBA,PG,67.0,0.0,879.0,4.5,10.1,0.44,0.0,0.2,0.17,4.4,9.8,0.45,3.1,3.8,0.81,0.9,2.3,3.2,7.4,1.7,0.0,4.2,3.7,12.0
1993,24.0,1487,PHO,Phoenix Suns,34.0,NBA,PG,77.0,0.0,1122.0,4.4,10.0,0.44,0.0,0.4,0.08,4.3,9.6,0.45,1.9,2.4,0.78,1.3,2.3,3.6,6.0,1.9,0.3,2.6,3.6,10.7
1994,24.0,1487,PHO,Phoenix Suns,35.0,NBA,PG,70.0,5.0,875.0,5.5,12.3,0.45,0.1,0.5,0.17,5.4,11.8,0.46,2.2,2.8,0.78,1.2,2.2,3.4,6.1,1.7,0.0,2.7,4.9,13.3
