Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,30,422,WAS,Washington Wizards,Trey Burke,1992-11-12,24.0,NBA,PG,3.0,0.0,20.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
2020,7,422,DAL,Dallas Mavericks,Trey Burke,1992-11-12,27.0,NBA,PG,6.0,3.0,156.0,30.0,59.0,0.51,8.0,17.0,0.47,22.0,42.0,0.52,0.58,6.0,10.0,0.6,2.0,17.0,19.0,12.0,8.0,2.0,6.0,14.0,74.0
