PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Davis,24,9,9,39.8,11.8,22.7,0.52,0.7,2.4,0.273,11.1,20.2,0.5489999999999999,0.534,5.9,7.1,0.828,2.7,10.8,13.4,1.7,2.0,2.3,2.6,3.3,30.1
Jrue Holiday,27,9,9,38.7,9.8,18.9,0.518,1.8,5.6,0.32,8.0,13.3,0.6,0.565,2.3,3.3,0.7,1.0,4.7,5.7,6.3,1.1,0.6,2.6,2.4,23.7
Nikola Mirotić,26,9,9,35.6,5.4,11.3,0.48,2.4,5.7,0.431,3.0,5.7,0.529,0.588,1.7,2.1,0.789,1.0,8.6,9.6,1.7,1.1,1.3,1.1,2.7,15.0
Rajon Rondo,31,9,9,33.6,4.2,10.2,0.413,0.9,2.1,0.42100000000000004,3.3,8.1,0.41100000000000003,0.457,1.0,1.6,0.643,1.0,6.6,7.6,12.2,1.4,0.2,3.7,2.2,10.3
E'Twaun Moore,28,9,9,31.6,4.6,9.8,0.466,1.0,2.8,0.36,3.6,7.0,0.508,0.517,1.2,1.8,0.688,0.7,1.9,2.6,1.7,0.7,0.1,1.2,2.2,11.3
Ian Clark,26,9,0,21.1,3.1,7.3,0.424,1.1,3.1,0.35700000000000004,2.0,4.2,0.474,0.5,0.4,0.4,1.0,0.2,0.9,1.1,1.2,0.9,0.2,1.0,2.2,7.8
Darius Miller,27,9,0,18.0,1.6,3.8,0.41200000000000003,1.0,2.7,0.375,0.6,1.1,0.5,0.544,0.7,0.7,1.0,0.2,2.0,2.2,1.2,0.6,0.0,0.7,1.1,4.8
Solomon Hill,26,9,0,12.7,1.0,2.8,0.36,0.7,1.8,0.375,0.3,1.0,0.33299999999999996,0.48,1.0,1.1,0.9,0.7,1.2,1.9,0.8,0.1,0.1,0.7,1.9,3.7
Jordan Crawford,29,2,0,7.5,4.0,6.5,0.615,1.5,4.0,0.375,2.5,2.5,1.0,0.731,0.0,0.0,,0.0,2.0,2.0,0.5,0.5,0.0,1.5,0.5,9.5
Cheick Diallo,21,7,0,6.9,0.7,1.7,0.41700000000000004,0.0,0.0,,0.7,1.7,0.41700000000000004,0.41700000000000004,0.0,0.0,,0.6,0.7,1.3,0.0,0.1,0.1,0.1,1.3,1.4
DeAndre Liggins,29,3,0,4.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.7,0.0,0.3
Emeka Okafor,35,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
