SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,6,CLE,Larry Nance,32,81,2880,21.4,0.59,0.01,0.31,8.6,17.1,13.0,12.0,1.4,4.9,6.9,19.1,8.2,4.0,12.2,0.2,3.4,1.8,5.2,5.2
1992,6,CLE,Brad Daugherty,26,73,2643,23.0,0.63,0.0,0.53,8.4,23.1,16.0,15.3,1.2,1.7,12.9,23.6,8.2,3.5,11.7,0.21,4.2,0.6,4.8,4.5
1992,6,CLE,Hot Rod Williams,29,80,2432,18.6,0.57,0.01,0.53,10.9,16.7,13.9,11.1,1.2,4.3,9.0,16.5,6.0,3.2,9.2,0.18,2.2,1.4,3.5,3.4
1992,6,CLE,Mark Price,27,72,2138,22.7,0.61,0.29,0.32,2.1,6.8,4.5,37.9,2.2,0.3,13.5,24.1,7.5,1.6,9.1,0.2,6.1,-0.4,5.8,4.2
1992,6,CLE,Craig Ehlo,30,63,2016,13.8,0.53,0.24,0.18,5.4,11.4,8.5,16.6,2.0,0.6,12.3,18.2,2.0,1.9,3.8,0.09,0.4,0.0,0.4,1.2
1992,6,CLE,John Battle,29,76,1637,12.6,0.53,0.03,0.26,1.3,6.1,3.8,14.5,1.1,0.2,11.0,22.0,1.3,0.7,2.0,0.06,-2.0,-1.8,-3.8,-0.8
1992,6,CLE,Terrell Brandon,21,82,1605,12.8,0.46,0.04,0.21,3.5,7.6,5.6,27.8,2.6,0.8,17.2,21.5,-0.6,1.5,0.9,0.03,-1.7,-0.5,-2.2,-0.1
1992,6,CLE,Danny Ferry,25,68,937,11.2,0.48,0.15,0.22,6.6,18.3,12.7,11.1,1.2,0.9,11.3,18.9,0.3,1.0,1.3,0.07,-3.1,-0.7,-3.9,-0.4
1992,6,CLE,Henry James,26,65,866,10.0,0.48,0.22,0.19,4.7,9.6,7.2,4.3,0.9,0.7,9.0,24.1,-0.3,0.5,0.3,0.02,-3.5,-3.0,-6.5,-1.0
1992,6,CLE,Steve Kerr,26,48,847,15.3,0.61,0.31,0.23,1.9,8.1,5.1,18.0,1.6,0.7,10.6,15.0,1.8,0.6,2.4,0.14,1.8,-0.1,1.7,0.8
1992,6,CLE,Winston Bennett,26,52,831,6.3,0.42,0.0,0.24,8.6,12.8,10.8,5.9,1.2,0.6,12.5,13.8,-0.3,0.7,0.3,0.02,-5.3,-1.2,-6.5,-0.9
1992,6,CLE,Mike Sanders,31,21,552,14.1,0.62,0.02,0.3,5.7,11.9,8.9,10.6,2.0,0.9,9.2,13.7,1.2,0.6,1.7,0.15,-0.6,0.6,-0.1,0.3
1992,6,CLE,Jimmy Oliver,22,27,252,10.1,0.45,0.09,0.22,4.1,7.7,6.0,11.2,1.8,0.5,7.7,20.2,0.0,0.2,0.2,0.03,-4.1,-1.1,-5.2,-0.2
1992,6,CLE,Bobby Phills,22,10,65,10.0,0.47,0.07,0.39,7.1,6.6,6.9,9.0,2.3,0.9,19.6,27.4,-0.1,0.1,-0.1,-0.06,-4.1,-2.5,-6.6,-0.1
1992,6,CLE,John Morton,24,4,54,6.7,0.44,0.08,0.75,6.4,8.0,7.2,11.4,0.9,0.0,20.0,16.1,0.0,0.0,0.0,-0.01,-2.6,-2.1,-4.7,0.0
1992,6,CLE,Chucky Brown,23,6,50,10.4,0.56,0.0,0.8,4.6,8.6,6.7,7.8,3.0,0.0,12.9,13.5,0.0,0.1,0.1,0.1,-2.7,0.9,-1.8,0.0
