Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,25,646,POR,Portland Trail Blazers,22.0,NBA,PF,63.0,707.0,14.3,0.52,0.01,0.22,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,0.9,1.0,1.9,0.13,-2.0,0.2,-1.8,0.0
2011,31,646,TOT,Total After Trade,23.0,NBA,PF,78.0,1637.0,10.7,0.48,0.03,0.13,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,0.3,1.7,2.0,0.06,-3.2,-0.1,-3.3,-0.5
2011,25,646,POR,Portland Trail Blazers,23.0,NBA,PF,56.0,1108.0,9.5,0.46,0.01,0.16,7.7,13.4,10.4,4.3,1.9,2.4,9.6,14.5,0.1,1.2,1.3,0.06,-3.9,0.4,-3.5,-0.4
2011,4,646,CHA,Charlotte Bobcats,23.0,NBA,PF,22.0,529.0,13.1,0.52,0.05,0.09,5.2,15.0,10.1,4.5,1.5,1.7,8.7,18.3,0.2,0.5,0.7,0.06,-1.8,-1.1,-2.8,-0.1
2012,15,646,MEM,Memphis Grizzlies,24.0,NBA,PF,64.0,1124.0,14.9,0.54,0.01,0.25,9.3,16.4,12.8,5.2,2.0,2.5,8.6,13.6,1.8,1.7,3.4,0.15,-0.3,1.0,0.8,0.8
2013,18,646,MIN,Minnesota Timberwolves,25.0,NBA,PF,80.0,2010.0,13.3,0.48,0.01,0.15,7.8,15.6,11.6,5.7,2.2,1.5,7.3,17.2,1.1,2.4,3.5,0.08,-1.8,0.4,-1.4,0.3
2014,18,646,MIN,Minnesota Timberwolves,26.0,NBA,PF,81.0,1635.0,12.6,0.47,0.01,0.13,7.3,14.9,11.0,7.7,1.9,2.7,7.2,15.1,0.9,2.0,2.9,0.08,-1.7,0.9,-0.8,0.5
2015,19,646,NOP,New Orleans Pelicans,27.0,NBA,PF,66.0,1652.0,8.9,0.47,0.03,0.14,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,0.05,-2.8,0.4,-2.5,-0.2
2016,19,646,NOP,New Orleans Pelicans,28.0,NBA,SF,80.0,1971.0,8.6,0.54,0.42,0.2,3.1,10.4,6.6,5.6,1.1,1.4,8.4,11.0,1.5,0.7,2.1,0.05,-2.3,-0.5,-2.8,-0.4
2017,19,646,NOP,New Orleans Pelicans,29.0,NBA,PF,66.0,1649.0,10.2,0.59,0.5,0.08,3.6,14.2,8.9,3.2,1.2,1.4,7.0,10.7,1.4,1.6,3.0,0.09,-1.9,0.3,-1.6,0.2
2018,31,646,TOT,Total After Trade,30.0,NBA,SF,73.0,1562.0,10.0,0.54,0.46,0.14,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.07,-1.5,-0.2,-1.7,0.1
2018,19,646,NOP,New Orleans Pelicans,30.0,NBA,SF,51.0,1115.0,8.4,0.52,0.48,0.16,5.0,13.4,9.4,3.0,1.2,1.1,6.2,10.0,0.7,0.9,1.6,0.07,-1.9,-0.1,-2.0,0.0
2018,3,646,BRK,Brooklyn Nets,30.0,NBA,SF,22.0,447.0,13.8,0.56,0.43,0.12,6.6,18.5,12.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,0.09,-0.6,-0.4,-0.9,0.1
2019,27,646,SAS,San Antonio Spurs,31.0,NBA,PF,64.0,928.0,10.2,0.58,0.41,0.11,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.1,-1.3,0.6,-0.6,0.3
