Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2942,Kelvin Upshaw,"January 24, 1963",3.0,24.0,11.7,0.42,0.0,0.0,0.0,9.6,4.8,37.0,2.2,0.0,7.7,24.3,0.0,0.0,0.0,-0.02,-1.5,0.8,-0.7,0.0
