Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,31,1843,TOT,Total After Trade,21.0,NBA,SF,72.0,31.0,2086.0,6.0,15.1,0.39,1.2,4.2,0.28,4.8,10.9,0.44,2.5,3.8,0.66,2.4,4.6,7.0,1.8,0.8,1.5,2.0,2.7,15.6
1995,18,1843,MIN,Minnesota Timberwolves,21.0,NBA,SF,40.0,8.0,1036.0,5.5,14.7,0.37,1.1,3.7,0.3,4.4,11.0,0.4,2.9,4.2,0.68,2.2,4.6,6.8,2.0,0.9,1.7,2.0,2.2,15.0
1995,10,1843,GSW,Golden State Warriors,21.0,NBA,SF,32.0,23.0,1050.0,6.4,15.5,0.41,1.3,4.7,0.27,5.1,10.8,0.48,2.2,3.4,0.64,2.5,4.7,7.2,1.6,0.7,1.3,2.0,3.2,16.3
1996,10,1843,GSW,Golden State Warriors,22.0,NBA,SF,62.0,6.0,934.0,4.8,12.1,0.4,1.1,3.6,0.3,3.7,8.5,0.44,2.5,3.2,0.77,2.5,5.7,8.2,1.9,0.8,1.2,1.9,3.2,13.2
1997,10,1843,GSW,Golden State Warriors,23.0,NBA,SF,61.0,20.0,1022.0,6.1,14.8,0.41,1.2,3.9,0.32,4.9,10.9,0.45,2.1,3.5,0.62,3.2,6.5,9.7,1.9,0.9,1.6,1.9,3.4,15.6
1998,10,1843,GSW,Golden State Warriors,24.0,NBA,SF,73.0,73.0,2611.0,6.2,15.0,0.41,0.9,2.8,0.31,5.3,12.3,0.44,2.2,3.0,0.73,2.9,5.8,8.7,2.2,1.3,1.0,2.0,3.1,15.5
1999,10,1843,GSW,Golden State Warriors,25.0,NBA,SF,48.0,20.0,1250.0,6.0,14.2,0.42,0.7,2.1,0.36,5.2,12.2,0.43,2.5,3.5,0.73,3.3,6.5,9.8,1.9,1.4,1.1,2.3,3.5,15.3
2001,29,1843,UTA,Utah Jazz,27.0,NBA,SF,81.0,49.0,2326.0,6.6,13.1,0.5,0.6,2.0,0.32,6.0,11.2,0.54,3.2,4.2,0.75,2.7,6.1,8.8,2.1,1.3,1.2,2.0,3.0,17.0
2002,29,1843,UTA,Utah Jazz,28.0,NBA,SF,58.0,42.0,1750.0,7.1,13.6,0.52,0.3,0.9,0.31,6.8,12.7,0.53,3.3,4.6,0.71,3.3,5.9,9.1,2.1,1.0,1.4,2.6,3.1,17.7
2003,5,1843,CHI,Chicago Bulls,29.0,NBA,PF,78.0,53.0,2378.0,6.4,13.9,0.46,0.5,1.3,0.38,5.9,12.6,0.47,2.5,3.3,0.76,3.5,7.0,10.6,2.1,1.4,1.3,2.0,3.5,15.8
2004,31,1843,TOT,Total After Trade,30.0,NBA,PF,82.0,74.0,2988.0,5.7,12.3,0.46,1.6,3.9,0.4,4.1,8.4,0.49,1.6,2.2,0.74,2.5,7.2,9.7,1.5,1.1,1.5,1.4,3.0,14.5
2004,5,1843,CHI,Chicago Bulls,30.0,NBA,PF,16.0,8.0,408.0,5.0,12.0,0.42,1.0,2.4,0.41,4.1,9.6,0.42,1.2,1.8,0.7,2.5,6.3,8.7,2.5,1.1,1.8,1.9,4.1,12.3
2004,28,1843,TOR,Toronto Raptors,30.0,NBA,PF,66.0,66.0,2580.0,5.8,12.3,0.47,1.7,4.2,0.4,4.1,8.2,0.5,1.7,2.3,0.74,2.5,7.4,9.9,1.3,1.1,1.5,1.3,2.8,14.9
2005,28,1843,TOR,Toronto Raptors,31.0,NBA,PF,65.0,2.0,1645.0,5.7,13.0,0.44,3.3,7.9,0.42,2.4,5.0,0.48,1.6,2.0,0.79,2.1,7.3,9.4,1.8,1.2,1.0,0.9,3.0,16.3
2006,6,1843,CLE,Cleveland Cavaliers,32.0,NBA,PF,81.0,0.0,2077.0,4.6,11.6,0.4,2.2,6.8,0.32,2.4,4.8,0.5,1.6,2.1,0.75,1.8,6.7,8.5,1.0,1.0,0.7,1.6,2.8,13.0
2007,6,1843,CLE,Cleveland Cavaliers,33.0,NBA,PF,81.0,0.0,1360.0,5.5,13.1,0.42,2.5,7.2,0.35,3.0,5.9,0.51,1.4,2.1,0.66,2.3,6.3,8.6,1.2,1.0,1.1,1.8,3.4,15.0
2008,31,1843,TOT,Total After Trade,34.0,NBA,PF,26.0,1.0,340.0,3.4,10.4,0.33,1.6,5.6,0.28,1.8,4.8,0.38,2.0,2.3,0.86,2.5,5.5,8.0,1.1,0.6,1.7,1.6,3.3,10.4
2008,6,1843,CLE,Cleveland Cavaliers,34.0,NBA,PF,11.0,1.0,156.0,3.0,10.2,0.3,1.8,5.3,0.35,1.2,4.8,0.24,1.6,2.1,0.78,2.1,4.8,6.9,1.2,0.5,2.1,1.4,3.7,9.5
2008,21,1843,SEA,Seattle Supersonics,34.0,NBA,PF,15.0,0.0,184.0,3.7,10.6,0.35,1.4,5.9,0.23,2.3,4.7,0.5,2.3,2.5,0.92,2.9,6.1,9.0,1.0,0.8,1.4,1.8,2.9,11.2
2009,23,1843,PHI,Philadelphia 76Ers,35.0,NBA,PF,25.0,0.0,189.0,6.3,13.9,0.45,4.8,10.5,0.46,1.5,3.4,0.44,0.6,1.1,0.5,1.1,6.5,7.6,2.9,0.8,1.0,1.1,4.6,17.9
