SEASON,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984 - 85,PHI,82,19805,41.4,84.0,0.49200000000000005,0.7,2.7,0.263,40.7,81.3,0.5,27.8,34.7,0.8029999999999999,15.6,28.4,44.0,24.0,9.8,6.4,18.9,23.7,111.3
