Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1998,11,HOU,Houston Rockets,Clyde Drexler,35,70,70,35.3,6.5,15.1,0.43,1.5,4.8,0.32,4.9,10.4,0.48,0.48,4.0,4.9,0.8,1.5,3.4,4.9,5.5,1.8,0.6,2.7,2.8,18.4
1998,11,HOU,Houston Rockets,Hakeem Olajuwon,35,47,45,34.7,6.5,13.5,0.48,0.0,0.1,0.0,6.5,13.4,0.49,0.48,3.4,4.5,0.76,2.5,7.3,9.8,3.0,1.8,2.0,2.7,3.2,16.4
1998,11,HOU,Houston Rockets,Charles Barkley,34,68,41,33.0,5.3,10.9,0.48,0.3,1.2,0.21,5.0,9.7,0.52,0.5,4.4,5.8,0.75,3.5,8.1,11.7,3.2,1.0,0.4,2.2,2.8,15.2
1998,11,HOU,Houston Rockets,Kevin Willis,35,81,74,31.2,6.6,12.9,0.51,0.0,0.1,0.14,6.5,12.8,0.51,0.51,3.0,3.8,0.79,2.9,5.5,8.4,1.0,0.7,0.5,2.1,2.9,16.1
1998,11,HOU,Houston Rockets,Matt Maloney,26,78,78,28.4,3.1,7.5,0.41,1.6,4.4,0.36,1.4,3.1,0.47,0.52,0.8,1.0,0.83,0.2,1.6,1.8,2.8,0.8,0.1,1.4,1.3,8.6
1998,11,HOU,Houston Rockets,Mario Elie,34,73,59,27.2,2.8,6.2,0.45,0.8,2.6,0.29,2.1,3.7,0.57,0.51,2.0,2.4,0.83,0.5,1.6,2.1,3.0,1.1,0.1,1.4,1.6,8.4
1998,11,HOU,Houston Rockets,Eddie Johnson,38,75,1,19.9,3.0,7.3,0.42,0.9,2.6,0.33,2.1,4.6,0.46,0.48,1.5,1.8,0.83,0.7,1.4,2.0,1.2,0.4,0.0,0.8,1.2,8.4
1998,11,HOU,Houston Rockets,Brent Price,29,72,2,18.5,1.8,4.3,0.41,1.0,2.6,0.39,0.8,1.7,0.45,0.53,1.1,1.4,0.79,0.5,1.0,1.5,2.7,0.7,0.1,1.5,2.3,5.6
1998,11,HOU,Houston Rockets,Rodrick Rhodes,24,58,13,18.4,1.9,5.3,0.37,0.0,0.1,0.25,1.9,5.1,0.37,0.37,1.9,3.1,0.62,0.5,0.7,1.2,1.9,1.1,0.2,1.7,2.2,5.8
1998,11,HOU,Houston Rockets,Matt Bullard,30,67,24,17.8,2.6,5.8,0.45,1.4,3.4,0.42,1.2,2.4,0.5,0.57,0.3,0.4,0.74,0.4,1.8,2.2,0.9,0.5,0.4,0.6,1.6,7.0
1998,11,HOU,Houston Rockets,Othella Harrington,24,58,3,15.6,2.2,4.6,0.48,0.0,0.0,0.0,2.2,4.6,0.49,0.48,1.6,2.1,0.75,1.3,2.3,3.6,0.4,0.2,0.5,0.8,1.9,6.0
1998,11,HOU,Houston Rockets,Emanual Davis,29,45,0,13.3,1.4,3.2,0.44,0.6,1.6,0.38,0.8,1.6,0.51,0.54,0.7,0.8,0.84,0.2,0.8,1.0,1.3,0.4,0.1,1.2,1.2,4.1
1998,11,HOU,Houston Rockets,Charles Jones,40,24,0,5.3,0.3,0.4,0.7,0.0,0.0,,0.3,0.4,0.7,0.7,0.0,0.1,0.5,0.5,0.5,1.0,0.2,0.0,0.3,0.2,0.9,0.6
1998,11,HOU,Houston Rockets,Joe Stephens,25,7,0,5.3,1.4,4.0,0.36,0.4,1.4,0.3,1.0,2.6,0.39,0.41,0.6,0.9,0.67,0.4,0.4,0.9,0.1,0.3,0.0,0.3,0.3,3.9
