Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1998,17,MIL,Milwaukee Bucks,Glenn Robinson,25,56,56,41.0,9.5,20.3,0.47,0.4,1.2,0.38,9.1,19.1,0.48,0.48,3.8,4.8,0.81,1.5,4.0,5.5,2.8,1.2,0.6,3.6,2.9,23.4
1998,17,MIL,Milwaukee Bucks,Ray Allen,22,82,82,40.1,6.9,16.0,0.43,1.6,4.5,0.36,5.2,11.5,0.45,0.48,4.2,4.8,0.88,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3.0,19.5
1998,17,MIL,Milwaukee Bucks,Tyrone Hill,29,57,56,36.2,3.6,7.3,0.5,0.0,0.0,0.0,3.6,7.3,0.5,0.5,2.7,4.5,0.61,3.7,6.9,10.7,1.5,1.2,0.5,1.9,4.0,10.0
1998,17,MIL,Milwaukee Bucks,Terrell Brandon,27,50,48,35.7,6.8,14.6,0.46,0.6,1.9,0.33,6.2,12.8,0.48,0.48,2.6,3.1,0.85,0.5,3.1,3.5,7.7,2.2,0.3,2.9,2.4,16.8
1998,17,MIL,Milwaukee Bucks,Ervin Johnson,30,81,81,27.9,3.1,5.8,0.54,0.0,0.0,,3.1,5.8,0.54,0.54,1.8,2.9,0.6,3.0,5.5,8.5,0.7,1.0,2.0,1.4,4.0,8.0
1998,17,MIL,Milwaukee Bucks,Armen Gilliam,33,82,25,25.8,4.0,8.2,0.48,0.0,0.0,0.0,4.0,8.2,0.49,0.48,3.3,4.1,0.8,1.8,3.6,5.4,1.3,0.8,0.5,1.8,2.2,11.2
1998,17,MIL,Milwaukee Bucks,Michael Curry,29,82,27,24.1,2.4,5.1,0.47,0.0,0.1,0.44,2.3,5.0,0.47,0.47,1.8,2.1,0.84,0.3,0.9,1.2,1.7,0.7,0.2,0.9,2.7,6.6
1998,17,MIL,Milwaukee Bucks,Elliot Perry,28,81,33,21.6,3.0,6.9,0.43,0.2,0.6,0.34,2.8,6.3,0.44,0.44,1.1,1.3,0.84,0.3,1.1,1.3,2.8,1.1,0.0,1.6,1.6,7.3
1998,17,MIL,Milwaukee Bucks,Jerald Honeycutt,23,38,0,13.9,2.4,5.8,0.41,0.8,2.0,0.38,1.6,3.8,0.42,0.47,0.9,1.5,0.62,0.7,1.7,2.4,0.9,0.5,0.2,1.3,2.2,6.4
1998,17,MIL,Milwaukee Bucks,Andrew Lang,31,57,0,12.1,0.9,2.5,0.38,0.0,0.0,0.0,0.9,2.5,0.38,0.38,0.8,1.0,0.77,1.0,1.7,2.7,0.3,0.3,0.5,0.6,1.8,2.7
1998,17,MIL,Milwaukee Bucks,Tony Smith,29,7,0,11.4,1.1,3.4,0.33,0.0,0.6,0.0,1.1,2.9,0.4,0.33,0.4,0.6,0.75,0.6,0.4,1.0,1.4,0.7,0.3,1.3,1.0,2.7
1998,17,MIL,Milwaukee Bucks,Ricky Pierce,38,39,0,11.3,1.3,3.7,0.36,0.1,0.3,0.31,1.2,3.3,0.37,0.38,1.1,1.3,0.83,0.5,0.7,1.2,0.9,0.2,0.0,0.5,0.9,3.9
1998,17,MIL,Milwaukee Bucks,Jamie Feick,23,45,2,10.0,0.9,2.0,0.43,0.1,0.3,0.31,0.8,1.7,0.46,0.46,0.4,0.9,0.49,1.0,1.8,2.8,0.4,0.6,0.4,0.5,1.5,2.3
1998,17,MIL,Milwaukee Bucks,Litterial Green,27,21,0,5.9,0.2,1.1,0.22,0.0,0.1,0.0,0.2,1.0,0.24,0.22,0.7,1.0,0.75,0.0,0.3,0.3,0.8,0.2,0.0,0.4,0.5,1.2
1998,17,MIL,Milwaukee Bucks,Tim Breaux,27,6,0,5.0,0.7,1.8,0.36,0.2,0.5,0.33,0.5,1.3,0.38,0.41,0.2,0.3,0.5,0.0,0.3,0.3,0.3,0.3,0.2,0.2,0.2,1.7
1998,17,MIL,Milwaukee Bucks,Jeff Nordgaard,24,13,0,3.7,0.4,1.4,0.28,0.0,0.0,,0.4,1.4,0.28,0.28,0.6,0.7,0.89,0.3,0.8,1.1,0.2,0.2,0.0,0.2,0.5,1.4
