Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1580,Chris Kaman,1982-04-28,735.0,538.0,25.56,4.57,9.38,0.49,0.01,0.05,0.17,4.56,9.32,0.49,59.4,1.69,2.28,0.74,1.91,5.32,7.22,1.28,0.42,1.24,2.04,2.55,10.86
