Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",22.0,NBA,SG,42.0,0.0,359.0,3.2,7.9,0.4,0.2,1.1,0.18,3.0,6.8,0.44,4.3,5.6,0.77,2.3,3.3,5.6,1.4,1.1,0.5,1.4,2.0,10.9
2013,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",23.0,NBA,SF,82.0,20.0,2134.0,4.0,8.6,0.47,0.7,1.8,0.38,3.4,6.9,0.49,3.2,3.9,0.8,2.3,3.2,5.5,1.9,1.3,0.5,1.0,1.6,11.9
2014,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",24.0,NBA,SG,67.0,67.0,2591.0,3.8,9.6,0.4,0.9,3.3,0.28,2.9,6.3,0.46,3.6,4.7,0.77,1.2,3.4,4.6,2.4,1.8,0.5,1.4,1.5,12.2
2015,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",25.0,NBA,SG,65.0,65.0,2513.0,6.0,13.1,0.46,1.0,2.8,0.38,5.0,10.3,0.48,5.5,6.6,0.83,1.6,3.8,5.4,3.0,1.6,0.5,1.3,1.5,18.6
2016,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",26.0,NBA,SG,67.0,67.0,2474.0,6.8,15.1,0.45,0.9,3.0,0.31,5.9,12.1,0.49,5.7,6.9,0.83,1.1,4.1,5.2,4.7,1.6,0.6,1.9,1.8,20.4
2017,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",27.0,NBA,SF,76.0,75.0,2809.0,7.3,16.0,0.46,1.2,3.2,0.37,6.1,12.9,0.48,7.5,8.7,0.86,1.7,4.4,6.0,5.3,1.8,0.4,2.0,1.4,23.3
2018,18,439,MIN,Minnesota Timberwolves,Jimmy Butler,"September 14, 1989",28.0,NBA,SG,59.0,59.0,2164.0,7.3,15.3,0.47,1.2,3.3,0.35,6.1,12.0,0.51,6.0,7.1,0.85,1.3,3.9,5.2,4.8,1.9,0.4,1.8,1.3,21.7
2019,31,439,TOT,Total After Trade,Jimmy Butler,"September 14, 1989",29.0,NBA,"SF,SG",65.0,65.0,2185.0,6.9,14.9,0.46,1.1,3.2,0.35,5.8,11.7,0.49,5.1,6.0,0.86,2.0,3.6,5.6,4.3,2.0,0.6,1.6,1.8,20.0
2019,18,439,MIN,Minnesota Timberwolves,Jimmy Butler,"September 14, 1989",29.0,NBA,SG,10.0,10.0,361.0,7.4,15.7,0.47,1.7,4.5,0.38,5.7,11.2,0.51,4.8,6.1,0.79,1.6,3.6,5.2,4.3,2.4,1.0,1.4,1.8,21.2
2019,23,439,PHI,Philadelphia 76Ers,Jimmy Butler,"September 14, 1989",29.0,NBA,SF,55.0,55.0,1824.0,6.8,14.7,0.46,1.0,2.9,0.34,5.8,11.8,0.49,5.2,6.0,0.87,2.1,3.7,5.7,4.3,2.0,0.6,1.6,1.8,19.8
2020,16,439,MIA,Miami Heat,Jimmy Butler,"September 14, 1989",30.0,NBA,SF,58.0,58.0,1959.0,6.3,13.9,0.46,0.5,2.2,0.24,5.8,11.7,0.5,8.0,9.6,0.83,1.9,5.1,7.1,6.4,1.9,0.6,2.3,1.5,21.3
2021,16,439,MIA,Miami Heat,Jimmy Butler,"September 14, 1989",31.0,NBA,SF,10.0,10.0,307.0,7.0,15.4,0.46,0.0,1.5,0.0,7.0,13.8,0.51,7.4,8.7,0.85,2.1,5.5,7.6,7.4,2.5,0.6,1.9,1.1,21.5
