Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1999,19.0,CHH,NBA,SG,46.0,1.0,557.0,7.8,19.2,0.405,0.2,1.2,0.167,7.6,18.1,0.42,4.3,5.7,0.763,3.8,4.2,8.1,5.6,2.9,0.7,5.2,4.4,20.1,,90.0,103.0
2001,21.0,MIA,NBA,SG,7.0,0.0,70.0,9.5,22.8,0.414,0.8,0.8,1.0,8.7,22.1,0.393,5.5,6.3,0.875,0.8,4.7,5.5,8.7,3.9,1.6,3.9,5.5,25.2,,100.0,95.0
2002,22.0,CLE,NBA,SF,82.0,8.0,1954.0,10.2,21.3,0.481,0.3,1.0,0.314,9.9,20.3,0.489,5.3,6.7,0.79,1.7,4.9,6.6,4.8,1.9,0.6,4.0,3.9,26.1,,103.0,109.0
2003,23.0,CLE,NBA,SG,79.0,76.0,3131.0,9.8,24.0,0.41,1.2,3.3,0.363,8.6,20.7,0.417,5.7,7.6,0.748,1.6,4.8,6.4,7.1,2.0,0.6,4.5,2.9,26.5,,98.0,108.0
2004,24.0,TOT,NBA,"SF,SG",79.0,27.0,2474.0,9.4,19.9,0.469,1.1,2.9,0.371,8.3,17.0,0.486,4.1,5.7,0.718,1.6,5.9,7.5,5.4,2.0,0.5,4.0,3.6,23.9,,101.0,105.0
2004,24.0,CLE,NBA,SG,22.0,22.0,796.0,8.9,20.6,0.431,1.1,3.2,0.354,7.8,17.5,0.445,3.4,5.0,0.68,1.2,6.8,8.0,7.4,1.7,0.5,4.5,3.4,22.3,,95.0,105.0
2004,24.0,BOS,NBA,SF,57.0,5.0,1678.0,9.6,19.6,0.488,1.1,2.8,0.38,8.5,16.8,0.506,4.5,6.1,0.732,1.8,5.5,7.3,4.5,2.2,0.4,3.7,3.7,24.7,,104.0,105.0
2005,25.0,BOS,NBA,SG,82.0,11.0,2696.0,9.2,19.9,0.462,1.2,3.4,0.339,8.0,16.4,0.488,5.5,6.7,0.815,1.3,3.5,4.8,4.7,1.7,0.5,3.9,3.3,25.0,,104.0,110.0
2006,26.0,TOT,NBA,"SF,SG",78.0,78.0,3207.0,9.6,21.5,0.448,1.2,4.0,0.302,8.4,17.5,0.481,4.5,5.7,0.797,1.1,4.7,5.8,6.5,1.5,0.3,3.5,3.1,25.0,,103.0,108.0
2006,26.0,BOS,NBA,SG,42.0,42.0,1747.0,9.8,21.1,0.464,1.2,3.7,0.32,8.6,17.4,0.495,3.8,4.9,0.787,1.2,4.4,5.6,6.6,1.5,0.3,3.4,2.7,24.7,,105.0,109.0
2006,26.0,MIN,NBA,SF,36.0,36.0,1460.0,9.4,22.0,0.429,1.2,4.3,0.282,8.2,17.7,0.464,5.4,6.7,0.807,0.9,5.1,6.1,6.4,1.6,0.3,3.6,3.7,25.5,,101.0,107.0
2007,27.0,MIN,NBA,SF,81.0,81.0,3021.0,8.8,19.0,0.465,2.1,5.4,0.397,6.7,13.6,0.492,4.2,5.0,0.839,0.9,4.6,5.5,6.7,1.4,0.4,3.7,3.3,24.0,,108.0,110.0
2008,28.0,MIA,NBA,SF,82.0,47.0,2963.0,7.5,17.4,0.433,2.4,6.0,0.405,5.1,11.5,0.447,2.8,3.5,0.787,1.0,5.3,6.3,5.0,1.6,0.3,3.4,3.4,20.3,,100.0,112.0
2009,29.0,LAC,NBA,SG,36.0,9.0,785.0,5.5,16.3,0.339,2.3,7.4,0.315,3.2,8.9,0.358,2.1,2.4,0.861,0.6,3.4,4.0,5.4,1.3,0.3,2.6,4.2,15.4,,92.0,115.0
2010,30.0,LAC,NBA,SF,36.0,2.0,499.0,6.4,14.9,0.434,1.7,4.4,0.381,4.8,10.5,0.455,1.9,3.2,0.581,1.0,4.9,5.9,4.1,1.1,0.3,3.0,4.1,16.4,,96.0,113.0
