Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,21,1865,SEA,Seattle Supersonics,23.0,NBA,SF,78.0,1522.0,10.5,0.48,0.15,0.21,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,1.0,0.8,1.7,0.06,-1.8,-1.0,-2.8,-0.3
2002,21,1865,SEA,Seattle Supersonics,24.0,NBA,SF,75.0,2420.0,13.4,0.53,0.08,0.31,4.6,12.4,8.6,6.7,1.5,0.8,10.6,18.8,3.0,1.6,4.7,0.09,-0.7,-0.9,-1.7,0.2
2003,31,1865,TOT,Total After Trade,25.0,NBA,SF,80.0,2763.0,15.2,0.5,0.07,0.28,6.5,15.9,11.1,10.2,1.3,0.9,9.2,21.3,3.3,1.9,5.2,0.09,-0.1,-1.3,-1.4,0.4
2003,21,1865,SEA,Seattle Supersonics,25.0,NBA,SF,52.0,1811.0,14.2,0.49,0.08,0.27,5.6,16.3,10.9,9.3,1.4,0.9,9.0,21.3,1.5,1.7,3.1,0.08,-0.6,-0.9,-1.5,0.2
2003,17,1865,MIL,Milwaukee Bucks,25.0,NBA,SF,28.0,952.0,16.9,0.52,0.05,0.29,8.1,15.1,11.6,12.1,1.1,0.9,9.4,21.3,1.8,0.3,2.0,0.1,1.1,-2.2,-1.2,0.2
2004,17,1865,MIL,Milwaukee Bucks,26.0,NBA,SF,82.0,2534.0,15.7,0.55,0.04,0.53,4.2,11.9,8.0,10.2,1.2,0.7,12.1,21.8,4.4,1.2,5.7,0.11,0.5,-0.9,-0.4,1.0
2005,17,1865,MIL,Milwaukee Bucks,27.0,NBA,SF,80.0,2893.0,14.8,0.53,0.01,0.49,3.4,9.3,6.3,12.8,1.1,0.7,11.1,23.2,3.6,0.7,4.3,0.07,-0.1,-1.5,-1.6,0.3
2006,19,1865,NOK,New Orleans/Oklahoma City Hornets,28.0,NBA,SF,70.0,2102.0,9.2,0.46,0.01,0.44,3.5,13.6,8.4,5.4,1.1,0.7,12.1,20.8,-1.7,1.4,-0.2,-0.0,-3.5,-1.4,-4.9,-1.5
2007,19,1865,NOK,New Orleans/Oklahoma City Hornets,29.0,NBA,SF,75.0,2575.0,10.8,0.49,0.0,0.36,5.4,10.1,7.7,7.6,1.1,0.7,15.6,21.9,-1.2,1.8,0.6,0.01,-2.7,-1.2,-3.9,-1.3
2008,17,1865,MIL,Milwaukee Bucks,30.0,NBA,SF,59.0,1702.0,12.3,0.52,0.0,0.36,5.0,13.1,8.8,11.3,1.2,1.4,13.0,16.8,1.0,0.5,1.5,0.04,-1.2,-0.9,-2.1,0.0
2009,21,1865,OKC,Oklahoma City Thunder,31.0,NBA,SG,39.0,1064.0,7.1,0.46,0.01,0.3,4.4,12.8,8.5,6.7,0.7,2.1,14.8,15.7,-1.0,0.7,-0.3,-0.01,-4.8,-0.3,-5.1,-0.8
2010,26,1865,SAC,Sacramento Kings,32.0,NBA,SF,5.0,66.0,6.2,0.47,0.0,0.33,6.9,15.8,11.3,4.2,0.8,1.1,22.5,11.9,0.0,0.0,0.0,-0.01,-4.4,-1.4,-5.7,-0.1
