Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
16,19,24,19,764,131,235,0.56,0,2,0,131,233,0.56,0.56,93,129,0.72,56,160,216,84,19,18,49,66,355,0
