Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1999,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",22.0,NBA,SF,50.0,49.0,1760.0,10.6,23.5,0.45,0.6,2.0,0.29,10.0,21.5,0.47,6.3,8.2,0.76,2.9,5.8,8.7,4.6,1.7,2.4,3.4,4.3,28.1,,107.0,104.0
2001,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",24.0,NBA,SF,75.0,75.0,2979.0,13.5,29.3,0.46,2.9,7.0,0.41,10.6,22.3,0.48,6.8,8.9,0.76,3.1,4.3,7.4,5.2,2.0,1.5,3.0,3.6,36.7,,114.0,104.0
2002,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",25.0,NBA,SG,60.0,60.0,2385.0,12.7,29.6,0.43,2.7,7.1,0.39,9.9,22.5,0.44,5.6,7.0,0.8,3.1,4.0,7.1,5.4,2.1,1.0,3.5,4.3,33.6,,107.0,105.0
2003,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",26.0,NBA,SG,43.0,42.0,1471.0,12.9,27.6,0.47,1.6,4.8,0.34,11.3,22.8,0.49,4.7,5.8,0.81,2.1,4.7,6.8,5.2,1.7,1.5,2.7,4.4,32.1,,109.0,108.0
2004,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",27.0,NBA,SG,73.0,73.0,2785.0,12.1,28.9,0.42,1.8,4.8,0.38,10.2,24.1,0.42,6.7,8.3,0.81,1.9,5.0,6.9,6.9,1.7,1.3,4.4,4.2,32.7,,99.0,102.0
2005,31,492,TOT,Total After Trade,Vince Carter,"January 26, 1977",28.0,NBA,"SF,SG",77.0,76.0,2828.0,13.1,29.1,0.45,2.4,5.9,0.41,10.7,23.2,0.46,6.9,8.7,0.8,2.0,5.6,7.6,6.2,2.1,0.9,3.2,4.6,35.6,,109.0,104.0
2005,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",28.0,NBA,SG,20.0,20.0,608.0,10.6,25.7,0.41,1.6,5.0,0.32,8.9,20.7,0.43,4.3,6.1,0.69,2.4,3.2,5.6,5.2,2.1,1.3,1.9,4.8,27.0,,102.0,109.0
2005,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",28.0,NBA,SF,57.0,56.0,2220.0,13.9,30.1,0.46,2.6,6.2,0.42,11.3,23.9,0.47,7.7,9.4,0.82,1.9,6.2,8.1,6.5,2.0,0.8,3.5,4.5,38.1,,110.0,103.0
2006,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",29.0,NBA,SG,79.0,79.0,2906.0,12.0,27.9,0.43,2.3,6.7,0.34,9.7,21.2,0.46,8.8,11.0,0.8,2.5,6.0,8.5,6.2,1.7,1.0,3.9,4.3,35.1,,107.0,102.0
2007,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",30.0,NBA,SG,82.0,82.0,3126.0,12.2,26.9,0.45,2.6,7.3,0.36,9.6,19.5,0.49,7.8,9.7,0.8,1.9,6.4,8.3,6.6,1.4,0.5,3.6,4.5,34.8,,111.0,107.0
