PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Magic Johnson,31,19,19,823,7.5,17.0,0.44,1.3,4.5,0.29600000000000004,6.2,12.5,0.49200000000000005,10.0,11.3,0.882,1.5,8.3,9.8,15.2,1.5,0.0,4.9,2.7,26.3,,121,110
Sam Perkins,29,19,19,752,8.4,15.3,0.5479999999999999,0.8,2.1,0.36700000000000005,7.6,13.3,0.5760000000000001,5.8,7.6,0.7609999999999999,2.8,8.1,10.9,2.3,1.0,1.9,2.6,4.8,23.3,,121,110
James Worthy,29,18,18,733,11.5,24.6,0.465,0.3,1.7,0.16699999999999998,11.2,22.9,0.488,3.8,5.1,0.736,1.8,3.4,5.2,5.0,1.4,0.1,2.8,2.4,27.0,,104,114
Byron Scott,29,18,18,678,7.3,14.3,0.511,1.5,2.9,0.526,5.8,11.4,0.507,2.1,2.6,0.794,1.0,3.4,4.4,2.2,1.8,0.3,1.3,4.1,18.2,,118,113
Vlade Divac,22,19,19,609,8.3,14.7,0.564,0.1,0.5,0.16699999999999998,8.2,14.2,0.578,4.9,6.1,0.8029999999999999,4.2,6.7,10.9,1.8,2.3,3.5,3.5,5.6,21.6,,114,106
A.C. Green,27,19,1,400,5.3,12.7,0.423,0.5,1.0,0.5,4.8,11.6,0.41600000000000004,5.0,7.0,0.7040000000000001,6.0,7.3,13.3,1.2,1.6,0.4,2.5,4.8,16.2,,109,110
Terry Teagle,30,18,1,274,9.0,23.8,0.376,0.0,0.0,,9.0,23.8,0.376,4.8,6.1,0.7809999999999999,1.5,3.8,5.3,2.1,1.5,0.8,3.0,5.9,22.7,,88,112
Elden Campbell,22,14,0,138,9.5,14.4,0.6579999999999999,0.0,0.0,,9.5,14.4,0.6579999999999999,2.6,5.7,0.467,3.0,7.9,11.0,1.1,2.3,3.0,2.3,8.7,21.6,,117,106
Larry Drew,32,18,0,116,6.3,14.8,0.424,1.3,4.9,0.273,4.9,9.9,0.5,1.8,2.7,0.667,0.0,3.6,3.6,9.4,0.0,0.0,4.0,7.6,15.7,,97,116
Mychal Thompson,36,8,0,42,2.5,8.7,0.28600000000000003,0.0,0.0,,2.5,8.7,0.28600000000000003,0.0,0.0,,3.7,7.5,11.2,0.0,0.0,3.7,1.2,12.4,5.0,,76,110
Tony Smith,22,7,0,40,7.8,17.0,0.462,0.0,0.0,,7.8,17.0,0.462,2.6,3.9,0.667,3.9,0.0,3.9,2.6,1.3,0.0,7.8,7.8,18.3,,79,116
Irving Thomas,25,3,0,5,10.4,10.4,1.0,0.0,0.0,,10.4,10.4,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,,200,119
