PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kevin Johnson,24,4,4,146,5.5,18.1,0.302,0.3,2.4,0.14300000000000002,5.1,15.7,0.326,6.1,10.2,0.6,0.7,3.8,4.4,13.3,0.7,0.3,4.1,3.1,17.4,,87,115
Jeff Hornacek,27,4,4,145,7.6,17.5,0.431,1.0,2.1,0.5,6.5,15.5,0.42200000000000004,8.9,9.6,0.929,1.0,7.6,8.6,2.7,1.0,0.7,1.0,4.5,25.1,,121,112
Tom Chambers,31,4,4,142,9.5,23.2,0.409,0.0,1.8,0.0,9.5,21.4,0.44299999999999995,4.9,6.7,0.737,0.7,7.4,8.1,3.5,2.5,1.8,4.2,4.2,23.9,,85,108
Dan Majerle,25,4,0,110,5.4,14.5,0.375,1.8,5.0,0.364,3.6,9.5,0.381,6.3,8.6,0.737,2.7,4.1,6.8,3.2,2.3,0.5,0.9,5.4,19.0,,114,112
Xavier McDaniel,27,4,4,101,8.4,20.2,0.415,0.0,0.5,0.0,8.4,19.7,0.425,2.0,3.0,0.667,2.0,5.4,7.4,2.5,0.0,1.0,4.9,4.9,18.7,,77,115
Mark West,30,4,4,93,4.8,8.0,0.6,0.0,0.0,,4.8,8.0,0.6,2.7,3.7,0.7140000000000001,4.3,5.4,9.6,1.1,1.1,5.4,1.6,8.0,12.3,,121,108
Negele Knight,23,4,0,56,11.6,23.1,0.5,0.9,2.7,0.33299999999999996,10.7,20.5,0.522,4.4,6.2,0.7140000000000001,0.9,2.7,3.6,8.0,0.9,0.0,3.6,6.2,28.5,,105,116
Andrew Lang,24,4,0,55,5.4,10.0,0.545,0.0,0.0,,5.4,10.0,0.545,12.7,15.4,0.8240000000000001,3.6,12.7,16.3,0.9,0.9,2.7,1.8,10.9,23.5,,139,107
Kurt Rambis,32,4,0,53,1.9,4.7,0.4,0.0,0.0,,1.9,4.7,0.4,0.0,0.0,,7.5,5.6,13.2,3.8,4.7,0.9,3.8,5.6,3.8,,89,105
Cedric Ceballos,21,3,0,24,14.5,24.9,0.583,0.0,0.0,,14.5,24.9,0.583,4.2,12.5,0.33299999999999996,6.2,4.2,10.4,4.2,4.2,0.0,2.1,0.0,33.2,,108,108
Ed Nealy,30,2,0,20,2.5,12.5,0.2,0.0,2.5,0.0,2.5,10.0,0.25,0.0,0.0,,5.0,7.5,12.5,0.0,0.0,0.0,2.5,5.0,5.0,,55,115
Joe Barry Carroll,32,2,0,15,13.3,26.6,0.5,0.0,0.0,,13.3,26.6,0.5,0.0,3.3,0.0,0.0,3.3,3.3,6.6,0.0,3.3,3.3,0.0,26.6,,88,114
