SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1991,27,SAS,Rod Strickland,24,4,4,168,8.2,19.0,0.43,0.0,1.7,0.0,8.2,17.3,0.48,4.8,5.9,0.81,1.4,4.5,5.9,9.9,2.5,0.0,3.7,4.0,21.2,,104.0,113
1991,27,SAS,David Robinson,25,4,4,166,10.0,14.6,0.69,0.0,0.3,0.0,10.0,14.3,0.7,9.4,10.9,0.87,3.1,12.3,15.5,2.3,1.7,4.3,4.3,3.1,29.5,,129.0,105
1991,27,SAS,Willie Anderson,24,4,4,159,9.9,20.3,0.48,0.6,3.0,0.2,9.3,17.3,0.53,2.4,3.9,0.62,0.6,5.1,5.7,5.7,1.8,0.6,3.9,4.8,22.7,,97.0,113
1991,27,SAS,Sean Elliott,22,4,4,132,6.1,14.4,0.42,0.0,1.1,0.0,6.1,13.3,0.46,9.0,11.5,0.78,2.9,5.0,7.9,5.8,1.4,0.4,3.2,3.2,21.2,,112.0,114
1991,27,SAS,Terry Cummings,29,4,4,124,9.6,18.8,0.51,0.0,0.4,0.0,9.6,18.4,0.52,3.4,6.9,0.5,5.4,8.8,14.2,1.5,1.1,0.8,3.4,5.0,22.6,,100.0,113
1991,27,SAS,Paul Pressey,32,4,0,124,5.0,12.3,0.41,0.4,1.5,0.25,4.6,10.7,0.43,2.3,3.4,0.67,1.9,2.3,4.2,6.1,3.1,1.1,2.3,5.7,12.6,,100.0,111
1991,27,SAS,David Wingate,27,3,0,38,7.5,15.0,0.5,0.0,0.0,,7.5,15.0,0.5,2.5,3.8,0.67,1.3,2.5,3.8,1.3,1.3,0.0,1.3,10.0,17.5,,106.0,116
1991,27,SAS,Avery Johnson,25,3,0,19,0.0,12.5,0.0,0.0,2.5,0.0,0.0,10.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,7.5,5.0,,73.0,115
1991,27,SAS,Sean Higgins,22,3,0,13,0.0,7.3,0.0,0.0,0.0,,0.0,7.3,0.0,0.0,0.0,,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,,29.0,120
1991,27,SAS,Sidney Green,30,3,0,11,13.0,25.9,0.5,0.0,0.0,,13.0,25.9,0.5,8.6,8.6,1.0,4.3,13.0,17.3,0.0,0.0,0.0,4.3,13.0,34.6,,108.0,114
1991,27,SAS,Dave Greenwood,33,1,0,5,9.5,9.5,1.0,0.0,0.0,,9.5,9.5,1.0,0.0,0.0,,9.5,9.5,19.0,19.0,0.0,0.0,9.5,0.0,19.0,,123.0,116
1991,27,SAS,Tony Massenburg,23,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,120
