PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Hersey Hawkins,24,8,8,329,7.6,16.4,0.465,2.3,4.2,0.5379999999999999,5.4,12.2,0.44,9.6,10.2,0.937,1.3,6.2,7.5,4.4,3.2,1.6,2.6,4.7,27.1,,127,109
Charles Barkley,27,8,8,326,12.1,20.5,0.5920000000000001,0.3,3.3,0.1,11.8,17.2,0.6859999999999999,8.0,12.3,0.653,5.1,8.7,13.8,7.9,2.5,0.5,4.1,3.8,32.6,,123,110
Armen Gilliam,26,8,8,287,8.9,19.4,0.462,0.0,0.0,,8.9,19.4,0.462,7.3,8.6,0.848,2.6,7.1,9.7,1.9,0.9,1.1,2.8,3.0,25.1,,108,113
Ron Anderson,32,8,0,223,8.4,21.1,0.39799999999999996,0.2,1.2,0.2,8.1,19.9,0.41,4.1,4.6,0.895,2.2,2.9,5.0,4.6,1.4,0.0,2.9,5.8,21.1,,96,116
Rick Mahorn,32,8,8,208,5.1,9.2,0.556,0.0,0.0,,5.1,9.2,0.556,2.8,3.6,0.7859999999999999,1.8,9.0,10.8,3.6,0.5,1.0,2.1,6.4,13.1,,115,113
Rickey Green,36,8,8,199,6.4,14.8,0.436,0.8,1.1,0.75,5.6,13.7,0.41200000000000003,2.1,2.4,0.889,0.3,2.1,2.4,5.9,1.9,0.0,3.5,2.4,15.8,,94,116
Andre Turner,26,8,0,189,5.9,13.6,0.43799999999999994,0.8,2.5,0.33299999999999996,5.1,11.0,0.462,3.7,4.5,0.813,0.6,3.1,3.7,9.9,3.1,0.0,2.3,3.4,16.4,,113,113
Manute Bol,28,8,0,109,4.4,8.8,0.5,0.0,0.0,,4.4,8.8,0.5,2.9,4.4,0.667,2.0,7.4,9.3,0.5,0.5,5.9,2.5,6.9,11.8,,97,110
Robert Reid,35,7,0,41,3.9,11.7,0.33299999999999996,0.0,1.3,0.0,3.9,10.4,0.375,0.0,0.0,,1.3,9.1,10.4,2.6,1.3,0.0,2.6,9.1,7.8,,70,112
Brian Oliver,22,4,0,15,7.1,21.4,0.33299999999999996,0.0,0.0,,7.1,21.4,0.33299999999999996,7.1,7.1,1.0,0.0,0.0,0.0,3.6,3.6,0.0,0.0,14.2,21.4,,103,113
Jayson Williams,22,4,0,10,21.4,26.7,0.8,0.0,0.0,,21.4,26.7,0.8,0.0,0.0,,10.7,10.7,21.4,0.0,0.0,0.0,5.3,5.3,42.7,,127,114
Dave Hoppen,26,3,0,9,17.8,17.8,1.0,0.0,0.0,,17.8,17.8,1.0,0.0,11.9,0.0,0.0,17.8,17.8,0.0,0.0,0.0,0.0,5.9,35.6,,127,109
