Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,23.0,TOR,NBA,SG,80.0,49.0,1809.0,5.8,13.4,0.431,1.3,3.3,0.382,4.5,10.1,0.447,2.1,2.9,0.717,2.2,2.9,5.2,2.1,1.3,0.4,1.6,3.3,14.9
2002,24.0,TOR,NBA,SF,63.0,56.0,1988.0,6.1,13.9,0.438,1.5,4.2,0.364,4.6,9.7,0.469,2.3,3.1,0.751,1.6,2.4,4.0,2.8,1.3,0.2,1.6,3.2,16.0
2003,25.0,TOR,NBA,SF,82.0,80.0,2949.0,5.1,13.1,0.392,1.4,4.2,0.337,3.7,8.9,0.418,2.4,3.0,0.789,1.2,3.2,4.4,2.3,1.1,0.4,1.6,2.8,14.1
2004,26.0,TOR,NBA,SF,82.0,29.0,2148.0,4.0,9.8,0.405,2.1,5.7,0.371,1.9,4.1,0.453,1.3,1.6,0.809,0.6,3.8,4.4,1.9,1.5,0.2,1.2,3.5,11.4
2005,27.0,TOR,NBA,SG,82.0,61.0,2510.0,5.1,12.2,0.42,1.9,4.8,0.385,3.3,7.4,0.442,2.7,3.2,0.832,1.0,3.9,4.9,2.4,1.3,0.3,1.3,3.1,14.8
2006,28.0,TOR,NBA,SG,82.0,77.0,3140.0,5.5,12.6,0.436,2.0,5.1,0.395,3.5,7.4,0.465,2.8,3.4,0.82,0.7,3.6,4.4,2.2,1.2,0.2,1.4,2.6,15.8
2007,29.0,TOR,NBA,SF,71.0,12.0,1515.0,5.3,12.3,0.429,2.5,7.0,0.359,2.8,5.3,0.523,2.0,2.9,0.683,0.8,4.9,5.6,1.1,1.1,0.3,1.3,3.0,15.1
2008,30.0,NOH,NBA,SG,76.0,76.0,1796.0,4.3,10.3,0.417,2.3,5.8,0.394,2.0,4.6,0.445,1.3,1.7,0.765,0.7,3.4,4.1,1.3,0.9,0.1,0.8,2.5,12.2
2009,31.0,NOH,NBA,SG,43.0,9.0,515.0,5.1,12.8,0.399,2.3,5.9,0.388,2.8,6.9,0.408,0.8,1.3,0.632,0.9,5.0,5.9,1.1,1.0,0.1,1.0,3.6,13.4
2010,32.0,NOH,NBA,SG,46.0,39.0,973.0,4.3,11.1,0.385,2.3,6.3,0.363,2.0,4.8,0.415,1.2,2.0,0.611,0.6,4.0,4.7,1.5,0.9,0.2,1.0,3.0,12.1
2011,33.0,OKC,NBA,SG,4.0,0.0,23.0,3.1,7.8,0.4,0.0,1.6,0.0,3.1,6.3,0.5,0.0,0.0,,0.0,4.7,4.7,1.6,0.0,0.0,0.0,7.8,6.3
