Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1801,Shelvin Mack,"April 22, 1990",30.0,3.0,12.38,1.78,4.58,0.39,0.82,2.25,0.37,0.95,2.38,0.4,0.48,0.75,1.0,0.75,0.43,1.42,1.9,2.1,0.45,0.0,0.52,0.92,5.12
