Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1995,24,2294,PHO,Phoenix Suns,Wesley Person,"March 28, 1971",23.0,NBA,SG,78.0,56.0,1800.0,8.6,17.7,0.48,3.2,7.4,0.44,5.4,10.3,0.52,2.2,2.8,0.79,1.9,3.7,5.6,2.9,1.3,0.7,2.2,4.1,22.6,116.0,113.0
1996,24,2294,PHO,Phoenix Suns,Wesley Person,"March 28, 1971",24.0,NBA,SG,82.0,47.0,2609.0,7.7,17.3,0.44,2.3,6.2,0.37,5.4,11.1,0.48,2.9,3.8,0.77,1.1,5.2,6.3,2.7,1.1,0.4,1.8,2.9,20.6,110.0,112.0
1997,24,2294,PHO,Phoenix Suns,Wesley Person,"March 28, 1971",25.0,NBA,SG,80.0,42.0,2326.0,9.1,20.0,0.45,3.8,9.2,0.41,5.3,10.8,0.49,2.0,2.5,0.8,1.5,5.0,6.5,2.7,1.9,0.4,1.7,2.3,23.9,112.0,110.0
1998,6,2294,CLE,Cleveland Cavaliers,Wesley Person,"March 28, 1971",26.0,NBA,SG,82.0,82.0,3198.0,7.3,16.0,0.46,3.2,7.5,0.43,4.1,8.5,0.49,2.2,2.8,0.78,1.1,5.0,6.1,3.1,2.2,0.8,1.8,1.8,20.1,114.0,101.0
1999,6,2294,CLE,Cleveland Cavaliers,Wesley Person,"March 28, 1971",27.0,NBA,SG,45.0,42.0,1342.0,8.2,18.1,0.45,3.1,8.3,0.38,5.1,9.8,0.52,1.3,2.2,0.6,0.8,5.1,5.9,3.3,1.5,0.7,1.7,2.2,20.8,105.0,104.0
2000,6,2294,CLE,Cleveland Cavaliers,Wesley Person,"March 28, 1971",28.0,NBA,SG,79.0,38.0,2056.0,6.8,16.0,0.43,2.6,6.1,0.42,4.2,9.9,0.43,1.5,1.9,0.79,1.1,5.4,6.5,3.6,1.0,0.5,1.5,2.9,17.7,108.0,107.0
2001,6,2294,CLE,Cleveland Cavaliers,Wesley Person,"March 28, 1971",29.0,NBA,SG,44.0,22.0,958.0,7.0,16.0,0.44,1.9,4.6,0.4,5.2,11.4,0.45,1.3,1.6,0.8,0.6,6.5,7.1,3.5,1.5,0.6,2.2,3.4,17.2,101.0,106.0
2002,6,2294,CLE,Cleveland Cavaliers,Wesley Person,"March 28, 1971",30.0,NBA,SG,78.0,78.0,2793.0,8.9,18.0,0.5,2.7,6.1,0.44,6.2,11.8,0.52,1.9,2.4,0.8,1.0,4.6,5.6,3.3,1.5,0.7,1.4,1.8,22.4,118.0,111.0
2003,15,2294,MEM,Memphis Grizzlies,Wesley Person,"March 28, 1971",31.0,NBA,SG,66.0,44.0,1941.0,7.3,16.0,0.46,2.7,6.2,0.43,4.6,9.9,0.47,2.1,2.6,0.81,0.6,4.5,5.1,3.0,1.1,0.5,1.5,1.7,19.4,112.0,111.0
2004,31,2294,TOT,Total After Trade,Wesley Person,"March 28, 1971",32.0,NBA,SG,58.0,0.0,1037.0,6.6,16.5,0.4,2.9,7.2,0.4,3.7,9.2,0.4,1.6,2.0,0.8,0.8,5.3,6.1,3.5,1.0,0.5,2.0,2.0,17.7,103.0,108.0
2004,15,2294,MEM,Memphis Grizzlies,Wesley Person,"March 28, 1971",32.0,NBA,SG,16.0,0.0,284.0,6.1,19.8,0.31,2.0,8.0,0.26,4.1,11.8,0.34,1.1,1.5,0.75,0.4,3.0,3.3,4.3,0.9,0.4,3.0,2.0,15.4,79.0,109.0
2004,25,2294,POR,Portland Trail Blazers,Wesley Person,"March 28, 1971",32.0,NBA,SG,33.0,0.0,621.0,7.2,15.1,0.48,3.2,6.8,0.47,3.9,8.2,0.48,1.7,2.2,0.76,1.1,5.6,6.6,3.4,1.0,0.5,1.6,2.0,19.3,120.0,108.0
2004,1,2294,ATL,Atlanta Hawks,Wesley Person,"March 28, 1971",32.0,NBA,SG,9.0,0.0,132.0,5.2,15.6,0.33,3.2,7.6,0.42,2.0,8.0,0.25,2.4,2.4,1.0,0.8,9.2,10.0,2.0,1.2,0.4,1.6,2.0,16.0,100.0,106.0
2005,31,2294,TOT,Total After Trade,Wesley Person,"March 28, 1971",33.0,NBA,SF,41.0,3.0,667.0,8.3,17.5,0.47,3.2,6.9,0.46,5.1,10.6,0.48,0.7,1.0,0.69,0.2,6.2,6.4,3.0,1.5,0.3,1.3,2.3,20.5,112.0,106.0
2005,16,2294,MIA,Miami Heat,Wesley Person,"March 28, 1971",33.0,NBA,SF,16.0,3.0,206.0,6.4,14.6,0.44,2.1,5.4,0.38,4.4,9.2,0.47,1.0,1.0,1.0,0.3,5.4,5.6,2.8,1.5,0.0,1.8,1.5,15.9,103.0,106.0
2005,8,2294,DEN,Denver Nuggets,Wesley Person,"March 28, 1971",33.0,NBA,SF,25.0,0.0,461.0,9.1,18.8,0.48,3.7,7.6,0.48,5.5,11.2,0.48,0.6,1.0,0.56,0.2,6.6,6.8,3.1,1.4,0.4,1.1,2.7,22.5,116.0,106.0
