Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1998,31,242,TOT,Total After Trade,21.0,NBA,PG,80.0,70.0,2216.0,280.0,749.0,0.37,107.0,325.0,0.33,173.0,424.0,0.41,0.44,226.0,266.0,0.85,62.0,128.0,190.0,314.0,107.0,4.0,174.0,172.0,893.0,,0.0
1998,2,242,BOS,Boston Celtics,21.0,NBA,PG,51.0,44.0,1296.0,177.0,454.0,0.39,64.0,189.0,0.34,113.0,265.0,0.43,0.46,147.0,180.0,0.82,40.0,73.0,113.0,217.0,77.0,2.0,118.0,118.0,565.0,,0.0
1998,28,242,TOR,Toronto Raptors,21.0,NBA,PG,29.0,26.0,920.0,103.0,295.0,0.35,43.0,136.0,0.32,60.0,159.0,0.38,0.42,79.0,86.0,0.92,22.0,55.0,77.0,97.0,30.0,2.0,56.0,54.0,328.0,,0.0
1999,8,242,DEN,Denver Nuggets,22.0,NBA,SG,45.0,41.0,1488.0,191.0,495.0,0.39,85.0,235.0,0.36,106.0,260.0,0.41,0.47,157.0,172.0,0.91,24.0,72.0,96.0,173.0,58.0,14.0,98.0,115.0,624.0,,0.0
2001,18,242,MIN,Minnesota Timberwolves,24.0,NBA,SG,77.0,33.0,1790.0,248.0,587.0,0.42,73.0,194.0,0.38,175.0,393.0,0.44,0.48,144.0,171.0,0.84,32.0,126.0,158.0,260.0,51.0,11.0,111.0,178.0,713.0,,0.0
2002,18,242,MIN,Minnesota Timberwolves,25.0,NBA,PG,82.0,54.0,2355.0,348.0,823.0,0.42,124.0,315.0,0.39,224.0,508.0,0.44,0.5,207.0,234.0,0.88,35.0,191.0,226.0,450.0,66.0,17.0,138.0,169.0,1027.0,,1.0
2003,9,242,DET,Detroit Pistons,26.0,NBA,PG,74.0,74.0,2327.0,366.0,870.0,0.42,149.0,380.0,0.39,217.0,490.0,0.44,0.51,318.0,362.0,0.88,38.0,235.0,273.0,287.0,63.0,15.0,134.0,136.0,1199.0,,0.0
2004,9,242,DET,Detroit Pistons,27.0,NBA,PG,78.0,78.0,2758.0,392.0,996.0,0.39,130.0,335.0,0.39,262.0,661.0,0.4,0.46,404.0,460.0,0.88,35.0,241.0,276.0,446.0,84.0,8.0,189.0,177.0,1318.0,,1.0
2005,9,242,DET,Detroit Pistons,28.0,NBA,PG,80.0,80.0,2866.0,404.0,913.0,0.44,165.0,387.0,0.43,239.0,526.0,0.45,0.53,343.0,382.0,0.9,48.0,223.0,271.0,464.0,81.0,9.0,180.0,194.0,1316.0,,0.0
2006,9,242,DET,Detroit Pistons,29.0,NBA,PG,81.0,81.0,2925.0,423.0,1012.0,0.42,184.0,425.0,0.43,239.0,587.0,0.41,0.51,465.0,520.0,0.89,41.0,211.0,252.0,699.0,71.0,8.0,170.0,160.0,1495.0,,0.0
2007,9,242,DET,Detroit Pistons,30.0,NBA,PG,70.0,70.0,2533.0,348.0,815.0,0.43,109.0,316.0,0.34,239.0,499.0,0.48,0.49,386.0,437.0,0.88,23.0,214.0,237.0,502.0,84.0,17.0,140.0,161.0,1191.0,,0.0
2008,9,242,DET,Detroit Pistons,31.0,NBA,PG,78.0,78.0,2522.0,393.0,877.0,0.45,137.0,342.0,0.4,256.0,535.0,0.48,0.53,401.0,437.0,0.92,42.0,170.0,212.0,529.0,101.0,17.0,160.0,130.0,1324.0,,0.0
2009,31,242,TOT,Total After Trade,32.0,NBA,PG,79.0,79.0,2789.0,410.0,980.0,0.42,162.0,397.0,0.41,248.0,583.0,0.42,0.5,418.0,458.0,0.91,32.0,207.0,239.0,506.0,93.0,18.0,177.0,161.0,1400.0,,0.0
2009,9,242,DET,Detroit Pistons,32.0,NBA,PG,2.0,2.0,70.0,7.0,21.0,0.33,2.0,7.0,0.29,5.0,14.0,0.36,0.38,9.0,10.0,0.9,1.0,9.0,10.0,15.0,3.0,1.0,4.0,3.0,25.0,,0.0
2009,8,242,DEN,Denver Nuggets,32.0,NBA,PG,77.0,77.0,2719.0,403.0,959.0,0.42,160.0,390.0,0.41,243.0,569.0,0.43,0.5,409.0,448.0,0.91,31.0,198.0,229.0,491.0,90.0,17.0,173.0,158.0,1375.0,,0.0
2010,8,242,DEN,Denver Nuggets,33.0,NBA,PG,73.0,73.0,2490.0,402.0,962.0,0.42,157.0,407.0,0.39,245.0,555.0,0.44,0.5,466.0,512.0,0.91,25.0,203.0,228.0,409.0,82.0,9.0,177.0,153.0,1427.0,,0.0
2011,31,242,TOT,Total After Trade,34.0,NBA,PG,72.0,72.0,2310.0,339.0,794.0,0.43,146.0,363.0,0.4,193.0,431.0,0.45,0.52,384.0,419.0,0.92,25.0,165.0,190.0,387.0,71.0,14.0,177.0,146.0,1208.0,,0.0
2011,8,242,DEN,Denver Nuggets,34.0,NBA,PG,51.0,51.0,1646.0,235.0,536.0,0.44,105.0,238.0,0.44,130.0,298.0,0.44,0.54,265.0,287.0,0.92,12.0,113.0,125.0,271.0,52.0,12.0,129.0,94.0,840.0,,0.0
2011,20,242,NYK,New York Knicks,34.0,NBA,PG,21.0,21.0,664.0,104.0,258.0,0.4,41.0,125.0,0.33,63.0,133.0,0.47,0.48,119.0,132.0,0.9,13.0,52.0,65.0,116.0,19.0,2.0,48.0,52.0,368.0,,0.0
2012,13,242,LAC,Los Angeles Clippers,35.0,NBA,SG,20.0,20.0,607.0,83.0,228.0,0.36,48.0,125.0,0.38,35.0,103.0,0.34,0.47,85.0,95.0,0.9,4.0,46.0,50.0,80.0,9.0,3.0,38.0,40.0,299.0,,0.0
2013,13,242,LAC,Los Angeles Clippers,36.0,NBA,SG,22.0,22.0,418.0,53.0,132.0,0.4,33.0,90.0,0.37,20.0,42.0,0.48,0.53,45.0,48.0,0.94,2.0,30.0,32.0,49.0,12.0,1.0,26.0,25.0,184.0,,0.0
2014,9,242,DET,Detroit Pistons,37.0,NBA,SG,19.0,7.0,309.0,24.0,79.0,0.3,14.0,48.0,0.29,10.0,31.0,0.32,0.39,10.0,12.0,0.83,4.0,24.0,28.0,42.0,8.0,1.0,25.0,25.0,72.0,,0.0
