Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,22.0,DET,NBA,SF,82.0,82.0,3077.0,7.4,15.0,0.496,0.1,0.3,0.227,7.4,14.7,0.501,5.8,7.3,0.797,2.6,2.6,5.2,3.2,1.0,0.2,3.3,2.8,20.7
1983,23.0,DET,NBA,SF,58.0,58.0,2252.0,9.0,18.5,0.489,0.2,0.6,0.378,8.8,17.9,0.492,6.3,7.4,0.845,2.0,2.2,4.2,3.8,1.1,0.3,3.0,2.5,24.6
1984,24.0,DET,NBA,SF,76.0,75.0,2493.0,8.6,18.7,0.459,0.0,0.2,0.118,8.6,18.5,0.464,6.2,7.6,0.815,1.7,2.7,4.4,3.3,0.9,0.2,2.7,2.7,23.4
1985,25.0,DET,NBA,SF,55.0,43.0,1675.0,8.5,17.9,0.477,0.0,0.1,0.4,8.5,17.8,0.477,5.5,6.2,0.885,1.4,3.3,4.7,2.9,1.1,0.3,2.5,2.5,22.5
1986,26.0,DET,NBA,SF,81.0,81.0,2626.0,8.4,16.9,0.498,0.2,0.3,0.48,8.3,16.6,0.498,5.2,6.1,0.856,1.6,3.2,4.8,3.6,1.3,0.1,2.5,2.3,22.2
1987,27.0,UTA,NBA,SF,79.0,76.0,1865.0,5.6,12.0,0.469,0.4,1.0,0.365,5.3,11.0,0.478,3.8,4.4,0.872,1.0,3.6,4.7,4.7,1.6,0.2,3.2,2.8,15.4
1988,28.0,UTA,NBA,SF,49.0,21.0,976.0,5.1,11.2,0.459,1.1,2.7,0.419,4.0,8.4,0.472,2.2,2.5,0.868,1.1,3.2,4.3,3.9,1.3,0.1,2.5,2.5,13.6
1989,29.0,CHH,NBA,SF,71.0,65.0,2302.0,8.9,19.0,0.467,0.5,1.3,0.357,8.4,17.7,0.476,6.9,7.9,0.866,1.2,2.9,4.2,3.5,1.4,0.3,3.7,3.1,25.1
1990,30.0,CHH,NBA,SF,79.0,73.0,2404.0,6.6,15.4,0.43,0.6,1.6,0.365,6.0,13.9,0.437,4.6,5.3,0.883,1.2,3.6,4.8,3.4,1.1,0.2,2.6,3.3,18.4
1991,31.0,CHH,NBA,SF,77.0,1.0,1289.0,5.2,11.5,0.454,0.4,1.3,0.333,4.8,10.2,0.469,4.2,4.7,0.91,1.3,3.6,4.9,4.4,0.9,0.4,2.6,3.6,15.1
