Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,28,1439,TOR,Toronto Raptors,Nathan Jawai,1986-10-10,22.0,NBA,PF,6.0,0.0,3.2,0.2,0.7,0.25,0.0,0.0,,0.2,0.7,0.25,0.25,0.0,0.0,,0.2,0.2,0.3,0.0,0.0,0.0,0.3,0.5,0.3
2010,18,1439,MIN,Minnesota Timberwolves,Nathan Jawai,1986-10-10,23.0,NBA,C,39.0,2.0,10.6,1.3,2.8,0.44,0.0,0.0,0.0,1.3,2.8,0.44,0.44,0.7,1.0,0.68,1.3,1.4,2.7,0.6,0.3,0.2,0.7,1.5,3.2
