Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,31,1964,TOT,Total After Trade,Jodie Meeks,"August 21, 1987",22.0,NBA,SG,60.0,0.0,719.0,5.2,13.4,0.39,2.1,6.6,0.32,3.1,6.8,0.46,1.6,2.0,0.8,0.5,4.5,5.0,2.0,0.9,0.3,1.3,2.6,14.1
2010,17,1964,MIL,Milwaukee Bucks,Jodie Meeks,"August 21, 1987",22.0,NBA,SG,41.0,0.0,486.0,4.7,13.1,0.36,1.7,6.1,0.28,3.0,7.0,0.43,1.3,1.6,0.86,0.4,5.0,5.3,1.6,1.0,0.3,1.5,2.4,12.5
2010,23,1964,PHI,Philadelphia 76Ers,Jodie Meeks,"August 21, 1987",22.0,NBA,SG,19.0,0.0,233.0,6.2,14.1,0.44,2.9,7.7,0.38,3.2,6.3,0.51,2.0,2.8,0.72,0.6,3.6,4.2,2.6,0.8,0.2,0.8,2.9,17.3
2011,23,1964,PHI,Philadelphia 76Ers,Jodie Meeks,"August 21, 1987",23.0,NBA,SG,74.0,64.0,2062.0,4.2,10.0,0.42,2.4,6.1,0.4,1.8,3.9,0.47,2.7,3.0,0.89,0.4,2.6,3.0,1.4,1.1,0.1,1.0,1.7,13.5
2012,23,1964,PHI,Philadelphia 76Ers,Jodie Meeks,"August 21, 1987",24.0,NBA,SG,66.0,50.0,1644.0,4.2,10.2,0.41,2.1,5.8,0.36,2.1,4.4,0.47,1.7,1.9,0.91,0.4,3.2,3.5,1.2,0.9,0.1,0.6,1.8,12.2
2013,14,1964,LAL,Los Angeles Lakers,Jodie Meeks,"August 21, 1987",25.0,NBA,SG,78.0,10.0,1663.0,4.4,11.5,0.39,2.6,7.4,0.36,1.8,4.1,0.44,1.9,2.1,0.9,0.8,2.9,3.7,1.5,1.3,0.1,1.1,2.2,13.4
2014,14,1964,LAL,Los Angeles Lakers,Jodie Meeks,"August 21, 1987",26.0,NBA,SG,77.0,70.0,2556.0,5.8,12.6,0.46,2.3,5.7,0.4,3.5,6.9,0.51,3.1,3.6,0.86,0.4,2.3,2.7,1.9,1.6,0.1,1.6,1.7,17.0
2015,9,1964,DET,Detroit Pistons,Jodie Meeks,"August 21, 1987",27.0,NBA,SG,60.0,0.0,1462.0,5.5,13.1,0.42,1.8,5.2,0.35,3.6,7.9,0.46,3.6,3.9,0.91,0.3,2.3,2.6,1.9,1.5,0.1,1.4,1.9,16.3
2016,9,1964,DET,Detroit Pistons,Jodie Meeks,"August 21, 1987",28.0,NBA,SG,3.0,0.0,43.0,5.9,16.7,0.35,3.3,7.5,0.44,2.5,9.2,0.27,3.3,3.3,1.0,0.8,3.3,4.2,2.5,0.0,0.0,0.8,1.7,18.4
2017,22,1964,ORL,Orlando Magic,Jodie Meeks,"August 21, 1987",29.0,NBA,SG,36.0,10.0,738.0,5.0,12.5,0.4,2.7,6.7,0.41,2.3,5.8,0.4,3.2,3.6,0.88,0.2,3.5,3.8,2.2,1.7,0.2,1.8,2.0,16.0
2018,30,1964,WAS,Washington Wizards,Jodie Meeks,"August 21, 1987",30.0,NBA,SG,77.0,0.0,1119.0,5.1,12.6,0.4,2.3,6.8,0.34,2.7,5.9,0.46,3.2,3.8,0.86,0.5,3.6,4.1,2.3,0.9,0.1,1.2,1.8,15.7
2019,28,1964,TOR,Toronto Raptors,Jodie Meeks,"August 21, 1987",31.0,NBA,SG,8.0,0.0,104.0,7.3,13.5,0.54,2.8,6.2,0.44,4.5,7.3,0.62,0.3,0.3,1.0,0.3,3.8,4.2,2.8,0.3,0.3,0.7,1.7,17.7
