Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,7,3005,DAL,Dallas Mavericks,Samaki Walker,"February 25, 1976",20.0,NBA,PF,43.0,12.0,602.0,5.0,11.2,0.44,0.0,0.1,0.0,5.0,11.1,0.45,2.9,4.4,0.65,2.8,6.0,8.8,1.0,0.9,1.3,2.3,4.2,12.8
1998,7,3005,DAL,Dallas Mavericks,Samaki Walker,"February 25, 1976",21.0,NBA,PF,41.0,19.0,1027.0,5.5,11.3,0.49,0.0,0.0,0.0,5.5,11.2,0.49,1.9,3.4,0.55,3.4,7.2,10.6,0.8,1.1,1.4,2.1,4.5,12.8
1999,7,3005,DAL,Dallas Mavericks,Samaki Walker,"February 25, 1976",22.0,NBA,PF,39.0,2.0,568.0,5.6,12.0,0.46,0.0,0.1,0.0,5.6,12.0,0.47,3.4,6.2,0.54,2.9,6.1,9.1,0.4,0.6,1.0,2.3,5.5,14.5
2000,27,3005,SAS,San Antonio Spurs,Samaki Walker,"February 25, 1976",23.0,NBA,PF,71.0,7.0,980.0,5.0,11.2,0.45,0.0,0.0,,5.0,11.2,0.45,3.2,4.6,0.68,2.8,7.2,10.0,1.4,0.4,1.3,2.4,4.0,13.2
2001,27,3005,SAS,San Antonio Spurs,Samaki Walker,"February 25, 1976",24.0,NBA,PF,61.0,1.0,963.0,4.5,9.4,0.48,0.0,0.1,0.33,4.5,9.3,0.48,2.9,4.6,0.63,2.5,6.6,9.1,1.1,0.4,1.5,2.5,3.9,12.0
2002,14,3005,LAL,Los Angeles Lakers,Samaki Walker,"February 25, 1976",25.0,NBA,PF,69.0,63.0,1655.0,4.1,7.9,0.51,0.0,0.0,,4.1,7.9,0.51,1.9,2.8,0.67,2.8,7.7,10.5,1.4,0.6,1.9,1.2,3.7,10.0
2003,14,3005,LAL,Los Angeles Lakers,Samaki Walker,"February 25, 1976",26.0,NBA,C,67.0,39.0,1243.0,3.3,7.9,0.42,0.0,0.0,0.0,3.3,7.9,0.42,1.9,2.9,0.65,3.3,7.3,10.7,1.9,0.6,1.6,1.6,4.1,8.6
2004,16,3005,MIA,Miami Heat,Samaki Walker,"February 25, 1976",27.0,NBA,PF,33.0,0.0,418.0,3.3,8.5,0.38,0.0,0.2,0.0,3.3,8.4,0.39,2.5,3.8,0.66,3.6,6.0,9.6,0.5,0.8,0.9,1.3,4.7,9.0
2005,30,3005,WAS,Washington Wizards,Samaki Walker,"February 25, 1976",28.0,NBA,PF,14.0,0.0,134.0,3.0,8.3,0.36,0.0,0.0,,3.0,8.3,0.36,0.5,0.8,0.67,2.1,2.7,4.8,1.1,0.8,1.9,2.1,6.7,6.4
2006,12,3005,IND,Indiana Pacers,Samaki Walker,"February 25, 1976",29.0,NBA,PF,7.0,0.0,22.0,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,0.0,3.3,3.3,1.0,0.0,4.9,4.9,0.0,0.0,1.6,3.3,11.5,3.3
