Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",21.0,NBA,SG,82.0,3144.0,25.8,0.59,0.03,0.46,6.3,13.2,9.8,25.3,3.0,1.3,13.0,29.8,10.3,3.7,14.0,0.21,5.8,1.5,7.3,7.4
1986,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",22.0,NBA,SG,18.0,451.0,27.5,0.53,0.06,0.38,5.6,10.7,8.0,21.7,3.9,2.7,10.5,38.6,1.0,0.5,1.5,0.16,7.5,2.2,9.7,1.3
1987,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",23.0,NBA,SG,82.0,3281.0,29.8,0.56,0.03,0.43,5.6,9.3,7.4,22.2,3.6,2.3,9.1,38.3,11.9,5.0,16.9,0.25,8.4,2.4,10.8,10.6
1988,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",24.0,NBA,SG,82.0,3311.0,31.7,0.6,0.03,0.43,4.8,10.7,7.8,27.0,3.9,2.4,9.6,34.1,15.2,6.1,21.2,0.31,8.8,4.2,13.0,12.5
1989,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",25.0,NBA,SG,81.0,3255.0,31.1,0.61,0.06,0.44,5.5,17.3,11.6,34.7,3.6,1.2,11.9,32.1,14.6,5.2,19.8,0.29,8.4,3.4,11.9,11.4
1990,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",26.0,NBA,SG,82.0,3197.0,31.2,0.61,0.12,0.36,5.3,15.6,10.4,28.6,3.5,1.1,9.8,33.7,14.7,4.3,19.0,0.28,9.1,2.1,11.2,10.6
1991,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",27.0,NBA,SG,82.0,3034.0,31.6,0.6,0.05,0.36,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,14.9,5.4,20.3,0.32,8.9,3.2,12.0,10.8
1992,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",28.0,NBA,SG,80.0,3102.0,27.7,0.58,0.06,0.32,3.5,15.3,9.5,25.7,3.0,1.5,8.8,31.7,12.1,5.6,17.7,0.27,7.2,2.5,9.7,9.2
1993,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",29.0,NBA,SG,78.0,3067.0,29.7,0.56,0.12,0.28,4.9,15.1,9.8,25.2,3.7,1.3,8.4,34.7,12.0,5.2,17.2,0.27,8.7,2.6,11.2,10.2
1995,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",31.0,NBA,SG,17.0,668.0,22.1,0.49,0.08,0.34,4.4,16.2,10.3,24.2,2.3,1.5,7.0,33.2,1.2,1.1,2.3,0.17,3.6,0.6,4.2,1.1
1996,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",32.0,NBA,SG,82.0,3090.0,29.4,0.58,0.14,0.36,5.6,14.9,10.2,21.2,3.1,1.0,8.4,33.3,14.2,6.2,20.4,0.32,8.3,2.2,10.5,9.8
1997,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",33.0,NBA,SG,82.0,3106.0,27.8,0.57,0.16,0.3,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,13.3,5.0,18.3,0.28,7.8,1.1,8.9,8.6
1998,5,1567,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",34.0,NBA,SG,82.0,3181.0,25.2,0.53,0.07,0.38,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,10.4,5.4,15.8,0.24,5.9,1.0,6.9,7.1
2002,30,1567,WAS,Washington Wizards,Michael Jordan,"February 17, 1963",38.0,NBA,SF,60.0,2093.0,20.7,0.47,0.04,0.25,2.7,16.3,9.4,30.8,2.2,0.9,9.9,36.0,1.2,2.1,3.3,0.08,3.2,-0.1,3.1,2.7
2003,30,1567,WAS,Washington Wizards,Michael Jordan,"February 17, 1963",39.0,NBA,SF,82.0,3031.0,19.3,0.49,0.04,0.21,2.8,16.7,9.7,21.1,2.2,1.0,9.4,28.7,2.9,3.4,6.2,0.1,1.8,0.0,1.7,2.8
