Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",22.0,NBA,PG,82.0,,1578.0,7.4,15.4,0.48,0.0,0.6,0.05,7.3,14.8,0.5,3.1,5.1,0.61,1.7,4.1,5.8,11.0,3.5,0.7,4.6,5.3,17.9,,103.0,104.0
1982,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",23.0,NBA,PG,79.0,78.0,2294.0,6.3,13.6,0.46,0.0,0.4,0.05,6.3,13.2,0.48,2.5,3.7,0.67,1.3,4.3,5.6,15.6,3.3,0.2,3.6,5.2,15.1,,110.0,106.0
1983,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",24.0,NBA,PG,77.0,73.0,2552.0,7.2,15.3,0.47,0.1,0.4,0.23,7.1,14.9,0.48,2.7,3.6,0.74,1.2,3.9,5.0,13.7,3.5,0.6,4.1,4.5,17.1,,108.0,104.0
1984,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",25.0,NBA,PG,59.0,42.0,1650.0,6.3,14.1,0.45,0.8,2.4,0.32,5.5,11.8,0.47,2.9,3.8,0.76,1.0,3.9,4.9,15.5,3.4,0.5,3.9,4.6,16.2,,111.0,109.0
1985,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",26.0,NBA,PG,82.0,82.0,2689.0,7.1,15.6,0.46,0.4,1.5,0.28,6.7,14.1,0.48,3.2,4.3,0.76,1.6,4.9,6.5,14.0,3.9,0.3,4.1,4.2,18.0,,110.0,106.0
1986,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",27.0,NBA,PG,28.0,23.0,856.0,8.1,16.4,0.5,0.2,1.2,0.18,7.9,15.2,0.52,3.2,4.6,0.69,1.4,3.3,4.6,13.6,3.8,0.3,4.4,4.2,19.6,,109.0,106.0
1987,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",28.0,NBA,PG,55.0,27.0,1234.0,7.6,17.1,0.44,0.8,3.0,0.28,6.7,14.1,0.48,2.1,2.7,0.8,1.2,2.6,3.8,9.6,3.2,0.1,3.9,3.7,18.1,,102.0,111.0
1988,31,2038,TOT,Total After Trade,Johnny Moore,"March 3, 1958",29.0,NBA,PG,5.0,0.0,61.0,3.0,7.6,0.4,0.0,0.8,0.0,3.0,6.8,0.44,0.0,0.0,,1.5,3.0,4.6,9.1,2.3,0.0,5.3,0.8,6.1,,76.0,114.0
1988,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",29.0,NBA,PG,4.0,0.0,51.0,3.6,8.1,0.44,0.0,0.9,0.0,3.6,7.2,0.5,0.0,0.0,,0.9,2.7,3.6,9.9,2.7,0.0,3.6,0.9,7.2,,92.0,114.0
1988,3,2038,NJN,New Jersey Nets,Johnny Moore,"March 3, 1958",29.0,NBA,PG,1.0,0.0,10.0,0.0,4.9,0.0,0.0,0.0,,0.0,4.9,0.0,0.0,0.0,,4.9,4.9,9.7,4.9,0.0,0.0,14.6,0.0,0.0,,24.0,115.0
1990,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",31.0,NBA,PG,53.0,8.0,516.0,4.4,11.9,0.37,0.8,3.2,0.24,3.7,8.7,0.42,1.5,2.6,0.59,1.5,3.4,4.9,7.7,3.0,0.3,3.7,5.2,11.1,,91.0,105.0
