PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dirk Nowitzki,26,13,13,551,6.7,16.7,0.402,0.7,2.0,0.33299999999999996,6.1,14.8,0.41200000000000003,6.0,7.3,0.8290000000000001,1.6,6.9,8.6,2.8,1.2,1.4,2.2,2.7,20.1
Jason Terry,27,13,13,501,5.8,11.5,0.506,1.9,4.0,0.491,3.9,7.5,0.514,2.7,3.1,0.884,0.6,3.2,3.9,4.3,1.2,0.5,2.2,2.0,16.3
Michael Finley,31,13,13,491,4.8,11.2,0.425,1.8,4.5,0.39299999999999996,3.0,6.7,0.446,1.2,1.3,0.889,1.0,3.2,4.1,2.1,1.2,0.0,1.0,2.3,12.5
Josh Howard,24,13,13,428,6.6,13.0,0.503,0.3,1.3,0.25,6.2,11.7,0.532,3.4,4.6,0.745,2.8,5.3,8.1,2.0,0.9,0.6,2.4,5.0,16.9
Jerry Stackhouse,30,13,0,403,6.1,15.7,0.386,1.4,3.6,0.4,4.6,12.1,0.382,5.1,5.9,0.8640000000000001,1.8,2.9,4.7,2.7,0.7,0.3,1.9,2.0,18.7
Erick Dampier,29,13,13,308,4.7,7.8,0.597,0.0,0.1,0.0,4.7,7.7,0.606,1.3,3.3,0.39299999999999996,6.0,5.4,11.3,0.8,0.8,2.1,1.4,6.3,10.6
Marquis Daniels,24,11,0,165,5.7,13.1,0.433,0.2,1.3,0.16699999999999998,5.5,11.8,0.46299999999999997,4.1,5.9,0.7040000000000001,3.3,4.1,7.4,3.1,1.3,0.7,2.8,3.3,15.7
Alan Henderson,32,9,0,92,3.1,5.5,0.5710000000000001,0.0,0.0,,3.1,5.5,0.5710000000000001,0.8,0.8,1.0,4.3,2.3,6.7,0.0,0.8,0.8,0.8,5.9,7.0
Devin Harris,21,9,0,80,3.2,7.2,0.43799999999999994,0.9,2.7,0.33299999999999996,2.3,4.5,0.5,2.7,4.1,0.667,0.0,5.0,5.0,5.0,1.8,0.5,4.5,2.3,9.9
Darrell Armstrong,36,9,0,66,4.4,8.7,0.5,1.1,4.4,0.25,3.3,4.4,0.75,0.0,0.0,,1.6,0.5,2.2,4.9,1.6,1.1,1.1,4.9,9.8
Keith Van Horn,29,3,0,33,7.6,16.4,0.467,0.0,4.4,0.0,7.6,12.0,0.636,8.7,9.8,0.889,3.3,3.3,6.5,1.1,1.1,0.0,1.1,6.5,24.0
Shawn Bradley,32,7,0,27,5.3,8.0,0.667,0.0,0.0,,5.3,8.0,0.667,1.3,2.7,0.5,5.3,2.7,8.0,0.0,0.0,2.7,0.0,9.3,12.0
