SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,26,SAC,Mitch Richmond,30,81,81,2946,7.5,16.7,0.45,2.7,6.3,0.44,4.7,10.4,0.45,5.2,6.0,0.87,0.7,2.6,3.3,3.1,1.5,0.2,2.7,2.8,22.9
1996,26,SAC,Tyus Edney,22,80,60,2481,4.4,10.7,0.41,0.8,2.1,0.37,3.7,8.6,0.42,2.9,3.7,0.78,0.9,2.0,2.9,7.1,1.3,0.0,2.8,2.9,12.5
1996,26,SAC,Olden Polynice,31,81,80,2441,6.4,12.1,0.53,0.0,0.0,0.33,6.3,12.0,0.53,1.8,3.0,0.6,3.8,7.5,11.3,0.9,0.8,1.0,1.9,3.7,14.5
1996,26,SAC,Brian Grant,23,78,75,2398,6.4,12.6,0.51,0.1,0.3,0.24,6.4,12.4,0.51,3.9,5.4,0.73,2.6,5.6,8.2,1.9,0.6,1.5,2.8,4.0,16.8
1996,26,SAC,Michael Smith,23,65,0,1384,3.7,6.2,0.6,0.0,0.0,1.0,3.7,6.2,0.6,1.8,4.6,0.38,3.7,6.4,10.1,2.9,1.2,1.2,1.9,4.3,9.3
1996,26,SAC,Walt Williams,25,45,45,1381,6.1,14.1,0.44,1.5,4.4,0.34,4.6,9.6,0.48,3.4,4.5,0.76,1.6,3.8,5.4,4.3,1.4,1.1,2.7,3.9,17.2
1996,26,SAC,Bobby Hurley,24,72,22,1059,2.2,7.8,0.28,0.7,2.6,0.29,1.5,5.2,0.28,2.3,2.9,0.8,0.4,2.1,2.5,7.3,1.0,0.1,2.9,4.1,7.5
1996,26,SAC,Duane Causwell,27,73,26,1044,3.1,7.4,0.42,0.0,0.0,0.0,3.1,7.4,0.42,2.4,3.3,0.73,3.0,5.6,8.6,0.7,0.9,2.7,1.8,6.0,8.6
1996,26,SAC,Sarunas Marciulionis,31,53,0,1039,6.1,13.5,0.45,2.2,5.4,0.41,3.9,8.0,0.48,5.4,6.9,0.78,0.7,2.0,2.7,4.1,1.8,0.1,3.3,3.9,19.8
1996,26,SAC,Tyrone Corbin,33,49,2,930,4.5,10.0,0.45,0.0,0.5,0.08,4.5,9.6,0.47,3.0,3.6,0.84,2.1,4.8,6.9,2.4,1.8,0.7,1.9,3.7,12.1
1996,26,SAC,Lionel Simmons,27,54,5,810,3.8,9.6,0.4,0.8,2.3,0.37,3.0,7.4,0.4,2.4,3.3,0.73,1.8,4.6,6.4,3.7,1.4,0.9,2.3,3.8,10.9
1996,26,SAC,Corliss Williamson,22,53,3,609,7.4,15.8,0.47,0.0,0.2,0.0,7.4,15.7,0.47,2.8,5.0,0.56,3.3,3.4,6.7,1.4,0.7,0.5,4.5,6.8,17.6
1996,26,SAC,Billy Owens,26,22,11,594,5.1,12.1,0.42,0.3,0.7,0.42,4.8,11.4,0.42,2.7,4.2,0.64,3.0,4.6,7.6,4.2,1.2,1.0,3.1,3.6,13.2
1996,26,SAC,Kevin Gamble,30,21,0,292,4.3,10.1,0.43,0.7,2.8,0.26,3.6,7.3,0.49,0.6,1.2,0.5,0.9,2.5,3.3,2.2,0.5,0.4,1.4,3.5,10.0
1996,26,SAC,Byron Houston,26,25,0,276,4.2,8.3,0.5,0.1,0.4,0.33,4.0,8.0,0.51,2.7,3.4,0.81,4.0,6.9,11.0,0.9,1.7,0.9,2.2,7.7,11.2
1996,26,SAC,Clint McDaniel,23,12,0,71,4.1,11.7,0.35,1.0,3.0,0.33,3.0,8.6,0.35,6.1,8.1,0.75,1.5,3.5,5.1,3.5,2.5,0.0,1.0,5.1,15.2
