Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,29,UTA,Utah Jazz,Karl Malone,32,82,82,3113,9.1,17.6,0.52,0.2,0.5,0.4,8.9,17.1,0.52,5.9,8.2,0.72,2.0,7.3,9.3,4.0,1.6,0.6,2.3,2.8,24.4
1996,29,UTA,Utah Jazz,John Stockton,33,82,82,2915,5.4,10.1,0.54,1.2,2.8,0.42,4.3,7.3,0.58,2.9,3.5,0.83,0.7,2.1,2.8,11.3,1.7,0.2,3.0,2.6,14.9
1996,29,UTA,Utah Jazz,Jeff Hornacek,32,82,59,2588,6.1,12.2,0.5,1.4,3.1,0.47,4.7,9.1,0.51,3.6,4.0,0.89,0.9,2.0,2.9,4.7,1.5,0.3,1.8,2.4,17.3
1996,29,UTA,Utah Jazz,David Benoit,27,81,63,1961,4.7,10.7,0.44,1.2,3.5,0.33,3.5,7.1,0.49,1.6,2.1,0.78,1.7,5.4,7.0,1.5,0.8,0.9,1.3,3.0,12.1
1996,29,UTA,Utah Jazz,Adam Keefe,25,82,0,1708,3.8,7.3,0.52,0.0,0.1,0.0,3.8,7.2,0.53,2.9,4.2,0.69,3.7,5.9,9.6,1.3,1.1,0.9,1.9,3.7,10.5
1996,29,UTA,Utah Jazz,Antoine Carr,34,80,0,1532,5.5,12.0,0.46,0.0,0.1,0.0,5.5,11.9,0.46,2.7,3.4,0.79,1.7,3.0,4.7,1.7,0.7,1.5,1.8,6.0,13.6
1996,29,UTA,Utah Jazz,Chris Morris,30,66,33,1424,6.7,15.3,0.44,1.6,5.0,0.32,5.1,10.3,0.49,2.5,3.2,0.77,2.5,3.3,5.8,1.9,1.6,0.5,1.8,3.5,17.5
1996,29,UTA,Utah Jazz,Felton Spencer,28,71,70,1267,4.1,8.0,0.52,0.0,0.0,,4.1,8.0,0.52,3.0,4.3,0.69,2.8,5.9,8.7,0.3,0.6,1.5,2.2,6.8,11.3
1996,29,UTA,Utah Jazz,Howard Eisley,23,65,0,961,3.9,9.1,0.43,0.5,2.3,0.23,3.4,6.7,0.5,2.4,2.9,0.84,0.8,2.1,2.9,5.5,1.1,0.1,2.9,4.9,10.8
1996,29,UTA,Utah Jazz,Greg Foster,27,73,2,803,4.8,10.9,0.44,0.0,0.4,0.12,4.8,10.6,0.45,2.7,3.2,0.85,2.4,5.6,8.0,1.1,0.3,1.0,2.6,5.4,12.4
1996,29,UTA,Utah Jazz,Greg Ostertag,22,57,10,661,4.7,9.9,0.47,0.0,0.0,,4.7,9.9,0.47,2.0,2.9,0.67,3.1,6.4,9.5,0.3,0.3,3.4,1.4,5.0,11.3
1996,29,UTA,Utah Jazz,Bryon Russell,25,59,9,577,3.5,8.9,0.39,0.9,2.5,0.35,2.6,6.4,0.41,3.0,4.2,0.72,1.7,3.9,5.6,1.8,1.8,0.5,2.2,4.1,10.9
1996,29,UTA,Utah Jazz,Jamie Watson,23,16,0,217,3.0,7.1,0.42,0.5,1.2,0.43,2.5,6.0,0.42,1.5,2.2,0.69,0.8,3.6,4.5,4.0,1.3,0.3,2.8,5.0,8.0
1996,29,UTA,Utah Jazz,Andy Toolson,30,13,0,53,5.4,14.9,0.36,2.0,8.2,0.25,3.4,6.8,0.5,2.0,2.7,0.75,0.0,4.1,4.1,0.7,0.0,0.0,1.4,8.2,14.9
