Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
231,12,0,167,3.3,13.1,0.25,2.8,9.5,0.29,0.6,3.6,0.17,0.0,0.0,0,0.6,1.9,2.5,2.8,0.3,0.0,0.6,1.9,9.5,86.0,120.0
