Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,10,1183,GSW,Golden State Warriors,Tim Hardaway,1966-09-01,23.0,NBA,PG,79.0,78.0,2663.0,6.3,13.3,0.47,0.3,1.1,0.27,6.0,12.2,0.49,2.9,3.7,0.76,0.8,3.4,4.2,9.3,2.2,0.2,3.5,3.1,15.7
1991,10,1183,GSW,Golden State Warriors,Tim Hardaway,1966-09-01,24.0,NBA,PG,82.0,82.0,3215.0,8.3,17.4,0.48,1.1,2.8,0.38,7.2,14.5,0.49,3.4,4.3,0.8,1.0,2.7,3.7,8.9,2.4,0.1,3.0,2.6,21.1
1992,10,1183,GSW,Golden State Warriors,Tim Hardaway,1966-09-01,25.0,NBA,PG,81.0,81.0,3332.0,7.9,17.2,0.46,1.4,4.1,0.34,6.6,13.1,0.5,3.2,4.2,0.77,0.9,2.5,3.3,8.7,1.8,0.1,2.9,2.2,20.5
1993,10,1183,GSW,Golden State Warriors,Tim Hardaway,1966-09-01,26.0,NBA,PG,66.0,66.0,2609.0,7.2,16.1,0.45,1.4,4.3,0.33,5.8,11.9,0.49,3.8,5.1,0.74,0.8,2.8,3.6,9.6,1.6,0.2,3.0,2.1,19.6
1995,10,1183,GSW,Golden State Warriors,Tim Hardaway,1966-09-01,28.0,NBA,PG,62.0,62.0,2321.0,6.7,15.6,0.43,2.6,6.9,0.38,4.1,8.7,0.46,3.4,4.5,0.76,0.7,2.2,2.9,9.0,1.4,0.2,3.3,2.4,19.3
1996,31,1183,TOT,Total After Trade,Tim Hardaway,1966-09-01,29.0,NBA,PG,80.0,46.0,2534.0,6.0,14.1,0.42,2.0,5.4,0.36,4.0,8.7,0.46,3.4,4.3,0.79,0.5,2.8,3.3,9.1,1.9,0.2,3.3,2.9,17.3
1996,10,1183,GSW,Golden State Warriors,Tim Hardaway,1966-09-01,29.0,NBA,PG,52.0,18.0,1487.0,6.2,14.7,0.42,2.1,5.6,0.37,4.1,9.1,0.46,3.4,4.4,0.77,0.5,2.6,3.2,8.7,1.8,0.3,3.0,3.2,17.8
1996,16,1183,MIA,Miami Heat,Tim Hardaway,1966-09-01,29.0,NBA,PG,28.0,28.0,1047.0,5.6,13.3,0.42,1.8,5.1,0.36,3.8,8.2,0.46,3.5,4.2,0.82,0.4,2.9,3.4,9.6,2.0,0.2,3.8,2.4,16.6
1997,16,1183,MIA,Miami Heat,Tim Hardaway,1966-09-01,30.0,NBA,PG,81.0,81.0,3136.0,6.6,15.9,0.42,2.3,6.8,0.34,4.3,9.1,0.47,3.3,4.2,0.8,0.6,2.6,3.2,8.0,1.7,0.1,2.6,1.9,18.9
1998,16,1183,MIA,Miami Heat,Tim Hardaway,1966-09-01,31.0,NBA,PG,81.0,81.0,3031.0,6.6,15.4,0.43,1.8,5.2,0.35,4.8,10.1,0.47,3.1,3.9,0.78,0.6,3.0,3.6,8.0,1.6,0.2,2.7,2.4,18.1
1999,16,1183,MIA,Miami Heat,Tim Hardaway,1966-09-01,32.0,NBA,PG,48.0,48.0,1772.0,6.1,15.3,0.4,2.3,6.3,0.36,3.8,9.0,0.43,2.5,3.0,0.81,0.3,2.8,3.1,7.2,1.2,0.1,2.7,2.1,17.0
2000,16,1183,MIA,Miami Heat,Tim Hardaway,1966-09-01,33.0,NBA,PG,52.0,52.0,1672.0,5.3,13.7,0.39,2.0,5.5,0.37,3.3,8.2,0.4,2.4,2.9,0.83,0.5,2.7,3.2,8.3,1.1,0.1,2.6,2.4,15.0
2001,16,1183,MIA,Miami Heat,Tim Hardaway,1966-09-01,34.0,NBA,PG,77.0,77.0,2613.0,5.6,14.4,0.39,2.6,7.1,0.37,3.0,7.2,0.42,2.0,2.5,0.8,0.4,2.5,2.8,6.7,1.2,0.1,2.6,2.1,15.8
2002,31,1183,TOT,Total After Trade,Tim Hardaway,1966-09-01,35.0,NBA,PG,68.0,16.0,1601.0,5.1,13.9,0.36,2.8,8.0,0.35,2.3,6.0,0.39,1.7,2.2,0.79,0.3,2.5,2.8,6.3,1.3,0.2,2.5,2.5,14.7
2002,7,1183,DAL,Dallas Mavericks,Tim Hardaway,1966-09-01,35.0,NBA,PG,54.0,2.0,1276.0,5.1,13.9,0.36,2.7,7.9,0.34,2.4,6.1,0.39,1.8,2.2,0.83,0.4,2.4,2.7,5.7,1.1,0.2,2.1,2.4,14.6
2002,8,1183,DEN,Denver Nuggets,Tim Hardaway,1966-09-01,35.0,NBA,PG,14.0,14.0,325.0,5.2,14.0,0.37,3.1,8.3,0.37,2.1,5.6,0.37,1.3,2.1,0.63,0.1,2.9,3.0,8.5,1.9,0.2,4.2,2.8,14.8
2003,12,1183,IND,Indiana Pacers,Tim Hardaway,1966-09-01,36.0,NBA,PG,10.0,0.0,127.0,5.1,13.9,0.37,3.1,8.8,0.36,2.0,5.1,0.39,0.6,1.1,0.5,0.3,4.0,4.3,6.8,2.6,0.0,3.1,2.3,13.9
