Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1994,10,GSW,Golden State Warriors,Latrell Sprewell,23,82,82,3533,8.4,19.4,0.43,1.9,5.4,0.36,6.5,14.1,0.46,4.8,6.3,0.77,1.1,4.4,5.5,5.3,2.5,1.0,3.1,2.2,23.6,108,107,2730
1994,10,GSW,Golden State Warriors,Billy Owens,24,79,72,2738,8.7,17.2,0.51,0.1,0.3,0.2,8.7,16.9,0.51,3.5,5.8,0.61,4.1,7.3,11.3,5.8,1.5,1.1,3.8,4.8,21.0,106,107,2223
1994,10,GSW,Golden State Warriors,Chris Webber,20,76,76,2438,11.4,20.6,0.55,0.0,0.3,0.0,11.4,20.3,0.56,3.8,7.1,0.53,6.1,7.7,13.8,5.4,1.8,3.3,4.1,4.9,26.5,110,104,3054
1994,10,GSW,Golden State Warriors,Avery Johnson,28,82,70,2332,7.4,15.0,0.49,0.0,0.2,0.0,7.4,14.8,0.5,3.7,5.3,0.7,0.9,2.8,3.7,9.0,2.3,0.2,3.6,3.3,18.5,108,109,1466
1994,10,GSW,Golden State Warriors,Chris Mullin,30,62,39,2324,8.5,18.1,0.47,1.1,3.1,0.36,7.4,15.0,0.49,3.4,4.6,0.75,1.3,5.9,7.2,6.6,2.2,1.1,3.7,2.4,21.7,106,106,2075
1994,10,GSW,Golden State Warriors,Victor Alexander,24,69,39,1318,9.8,18.5,0.53,0.1,0.5,0.15,9.7,18.0,0.54,2.5,4.7,0.53,4.2,7.1,11.3,2.4,1.0,1.2,3.2,6.2,22.1,105,108,43
1994,10,GSW,Golden State Warriors,Chris Gatling,26,82,23,1296,10.1,17.2,0.59,0.0,0.0,0.0,10.1,17.2,0.59,4.8,7.8,0.62,5.3,9.5,14.8,1.5,1.5,2.4,3.1,8.3,25.1,116,104,1009
1994,10,GSW,Golden State Warriors,Keith Jennings,25,76,2,1097,6.1,15.1,0.4,2.5,6.7,0.37,3.6,8.4,0.43,4.4,5.3,0.83,0.7,3.2,3.9,9.6,2.9,0.0,3.3,2.7,19.1,114,108,1451
1994,10,GSW,Golden State Warriors,Jeff Grayer,28,67,4,1096,8.4,16.0,0.53,0.1,0.5,0.17,8.4,15.5,0.54,3.1,5.2,0.6,3.4,5.1,8.4,2.7,1.5,0.6,2.8,4.6,20.1,108,109,1097
1994,10,GSW,Golden State Warriors,Byron Houston,24,71,2,866,4.5,9.9,0.46,0.1,0.4,0.14,4.5,9.5,0.47,1.8,3.0,0.61,3.7,7.1,10.9,1.8,1.8,1.7,2.7,10.1,11.0,96,105,1335
1994,10,GSW,Golden State Warriors,Josh Grant,26,53,0,382,7.5,18.5,0.4,2.2,7.7,0.28,5.3,10.8,0.49,2.8,3.7,0.76,3.4,7.9,11.3,3.0,2.3,1.0,3.8,7.9,19.9,98,104,1086
1994,10,GSW,Golden State Warriors,Jud Buechler,25,36,0,218,9.3,18.7,0.5,2.7,6.4,0.41,6.7,12.2,0.55,2.2,4.4,0.5,2.9,4.2,7.1,3.6,1.8,0.2,2.7,5.3,23.6,112,109,417
1994,10,GSW,Golden State Warriors,Andre Spencer,29,5,1,63,6.9,13.8,0.5,0.0,0.0,,6.9,13.8,0.5,2.3,3.1,0.75,3.1,6.2,9.2,2.3,0.8,1.5,1.5,4.6,16.1,113,109,2726
1994,10,GSW,Golden State Warriors,Todd Lichti,27,5,0,58,8.4,23.4,0.36,1.7,1.7,1.0,6.7,21.7,0.31,7.5,9.2,0.82,2.5,5.8,8.4,2.5,0.0,0.0,0.0,7.5,25.9,115,112,1750
1994,10,GSW,Golden State Warriors,Dell Demps,23,2,0,11,8.8,26.4,0.33,0.0,0.0,,8.8,26.4,0.33,0.0,8.8,0.0,0.0,0.0,0.0,4.4,8.8,0.0,4.4,4.4,17.6,60,98,730
1994,10,GSW,Golden State Warriors,Tod Murphy,30,2,0,10,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,4.8,4.8,4.8,0.0,0.0,0.0,9.7,0.0,208,112,2086
