Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1994,21,SEA,Seattle Supersonics,Gary Payton,25,82,82,2881,10.2,20.3,0.5,0.3,0.9,0.28,10.0,19.4,0.52,2.9,4.9,0.6,1.8,2.9,4.7,8.7,3.3,0.3,3.0,4.0,23.6,,111,103
1994,21,SEA,Seattle Supersonics,Detlef Schrempf,31,81,80,2728,8.2,16.7,0.49,0.4,1.3,0.32,7.8,15.4,0.51,5.5,7.2,0.77,2.7,5.7,8.4,5.1,1.4,0.2,3.2,5.0,22.4,,114,105
1994,21,SEA,Seattle Supersonics,Shawn Kemp,24,79,73,2597,10.4,19.2,0.54,0.0,0.1,0.25,10.3,19.2,0.54,7.1,9.5,0.74,6.1,10.5,16.5,4.0,2.8,3.2,5.0,6.1,27.8,,112,96
1994,21,SEA,Seattle Supersonics,Kendall Gill,25,79,77,2435,8.9,20.1,0.44,0.8,2.5,0.32,8.1,17.6,0.46,4.5,5.7,0.78,1.9,3.7,5.6,5.7,3.1,0.7,3.0,4.0,23.0,,108,103
1994,21,SEA,Seattle Supersonics,Sam Perkins,32,81,41,2170,7.9,18.1,0.44,2.3,6.3,0.37,5.6,11.8,0.48,5.1,6.3,0.8,2.8,5.7,8.5,2.6,1.6,0.7,2.4,4.6,23.2,,115,104
1994,21,SEA,Seattle Supersonics,Nate McMillan,29,73,8,1887,4.7,10.6,0.45,1.4,3.6,0.39,3.3,7.0,0.48,0.8,1.5,0.56,1.3,6.2,7.6,10.3,5.8,0.6,3.4,5.4,11.7,,107,95
1994,21,SEA,Seattle Supersonics,Michael Cage,32,82,42,1708,5.1,9.3,0.55,0.0,0.0,0.0,5.1,9.2,0.55,1.1,2.2,0.49,4.8,8.3,13.1,1.3,2.3,1.1,1.5,5.3,11.2,,115,100
1994,21,SEA,Seattle Supersonics,Vincent Askew,27,80,3,1690,8.2,16.9,0.48,0.2,0.9,0.19,8.0,16.0,0.5,5.2,6.3,0.83,1.8,3.7,5.5,5.8,2.2,0.6,2.1,4.3,21.7,,118,105
1994,21,SEA,Seattle Supersonics,Ricky Pierce,34,51,0,1022,13.4,28.5,0.47,0.3,1.6,0.19,13.1,26.9,0.49,9.3,10.4,0.9,1.4,2.7,4.1,4.5,2.1,0.2,3.2,4.1,36.5,,114,106
1994,21,SEA,Seattle Supersonics,Ervin Johnson,26,45,3,280,7.9,19.1,0.42,0.0,0.0,,7.9,19.1,0.42,5.2,8.3,0.63,8.6,12.6,21.3,1.3,1.8,4.0,4.3,8.1,21.1,,98,95
1994,21,SEA,Seattle Supersonics,Steve Scheffler,26,35,1,152,9.3,15.3,0.61,0.0,0.0,,9.3,15.3,0.61,6.3,6.6,0.95,3.7,5.0,8.6,2.0,2.3,0.0,2.7,8.3,24.9,,130,104
1994,21,SEA,Seattle Supersonics,Chris King,24,15,0,86,11.1,28.2,0.4,1.2,4.1,0.29,10.0,24.1,0.42,8.8,15.3,0.58,2.9,5.9,8.8,6.5,2.3,0.0,7.0,7.0,32.3,,91,103
1994,21,SEA,Seattle Supersonics,Rich King,24,27,0,78,9.7,22.0,0.44,0.0,0.6,0.0,9.7,21.3,0.46,7.1,14.2,0.5,5.8,7.1,12.9,5.2,0.6,1.3,4.5,11.6,26.5,,99,104
1994,21,SEA,Seattle Supersonics,Alphonso Ford,22,6,0,16,22.1,41.0,0.54,3.2,3.2,1.0,18.9,37.8,0.5,3.2,6.3,0.5,0.0,0.0,0.0,3.2,6.3,0.0,3.2,6.3,50.5,,108,99
