Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,23.0,PHO,NBA,SG,78.0,56.0,1800.0,8.6,17.7,0.484,3.2,7.4,0.436,5.4,10.3,0.519,2.2,2.8,0.792,1.9,3.7,5.6,2.9,1.3,0.7,2.2,4.1,22.6,,116.0,113.0
1996,24.0,PHO,NBA,SG,82.0,47.0,2609.0,7.7,17.3,0.445,2.3,6.2,0.374,5.4,11.1,0.484,2.9,3.8,0.771,1.1,5.2,6.3,2.7,1.1,0.4,1.8,2.9,20.6,,110.0,112.0
1997,25.0,PHO,NBA,SG,80.0,42.0,2326.0,9.1,20.0,0.453,3.8,9.2,0.413,5.3,10.8,0.487,2.0,2.5,0.798,1.5,5.0,6.5,2.7,1.9,0.4,1.7,2.3,23.9,,112.0,110.0
1998,26.0,CLE,NBA,SG,82.0,82.0,3198.0,7.3,16.0,0.46,3.2,7.5,0.43,4.1,8.5,0.486,2.2,2.8,0.776,1.1,5.0,6.1,3.1,2.2,0.8,1.8,1.8,20.1,,114.0,101.0
1999,27.0,CLE,NBA,SG,45.0,42.0,1342.0,8.2,18.1,0.453,3.1,8.3,0.375,5.1,9.8,0.519,1.3,2.2,0.604,0.8,5.1,5.9,3.3,1.5,0.7,1.7,2.2,20.8,,105.0,104.0
2001,29.0,CLE,NBA,SG,44.0,22.0,958.0,7.0,16.0,0.438,1.9,4.6,0.405,5.2,11.4,0.452,1.3,1.6,0.8,0.6,6.5,7.1,3.5,1.5,0.6,2.2,3.4,17.2,,101.0,106.0
2002,30.0,CLE,NBA,SG,78.0,78.0,2793.0,8.9,18.0,0.495,2.7,6.1,0.444,6.2,11.8,0.521,1.9,2.4,0.798,1.0,4.6,5.6,3.3,1.5,0.7,1.4,1.8,22.4,,118.0,111.0
2003,31.0,MEM,NBA,SG,66.0,44.0,1941.0,7.3,16.0,0.456,2.7,6.2,0.433,4.6,9.9,0.47,2.1,2.6,0.814,0.6,4.5,5.1,3.0,1.1,0.5,1.5,1.7,19.4,,112.0,111.0
2004,32.0,TOT,NBA,SG,58.0,0.0,1037.0,6.6,16.5,0.401,2.9,7.2,0.399,3.7,9.2,0.403,1.6,2.0,0.795,0.8,5.3,6.1,3.5,1.0,0.5,2.0,2.0,17.7,,103.0,108.0
2004,32.0,MEM,NBA,SG,16.0,0.0,284.0,6.1,19.8,0.308,2.0,8.0,0.256,4.1,11.8,0.344,1.1,1.5,0.75,0.4,3.0,3.3,4.3,0.9,0.4,3.0,2.0,15.4,,79.0,109.0
2004,32.0,POR,NBA,SG,33.0,0.0,621.0,7.2,15.1,0.476,3.2,6.8,0.474,3.9,8.2,0.478,1.7,2.2,0.76,1.1,5.6,6.6,3.4,1.0,0.5,1.6,2.0,19.3,,120.0,108.0
2004,32.0,ATL,NBA,SG,9.0,0.0,132.0,5.2,15.6,0.333,3.2,7.6,0.421,2.0,8.0,0.25,2.4,2.4,1.0,0.8,9.2,10.0,2.0,1.2,0.4,1.6,2.0,16.0,,100.0,106.0
2005,33.0,TOT,NBA,SF,41.0,3.0,667.0,8.3,17.5,0.473,3.2,6.9,0.461,5.1,10.6,0.482,0.7,1.0,0.692,0.2,6.2,6.4,3.0,1.5,0.3,1.3,2.3,20.5,,112.0,106.0
2005,33.0,MIA,NBA,SF,16.0,3.0,206.0,6.4,14.6,0.439,2.1,5.4,0.381,4.4,9.2,0.472,1.0,1.0,1.0,0.3,5.4,5.6,2.8,1.5,0.0,1.8,1.5,15.9,,103.0,106.0
2005,33.0,DEN,NBA,SF,25.0,0.0,461.0,9.1,18.8,0.485,3.7,7.6,0.485,5.5,11.2,0.485,0.6,1.0,0.556,0.2,6.6,6.8,3.1,1.4,0.4,1.1,2.7,22.5,,116.0,106.0
