Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,25.0,NJN,NBA,C,74.0,51.0,1331.0,3.6,7.9,0.46,0.0,0.0,,3.6,7.9,0.46,2.6,4.0,0.657,5.3,9.1,14.4,1.6,1.6,2.3,2.1,8.6,9.9,,106.0,103.0
2002,26.0,DAL,NBA,C,31.0,6.0,299.0,3.6,8.6,0.42,0.0,0.0,,3.6,8.6,0.42,3.5,5.7,0.606,6.1,10.9,16.9,1.6,1.7,1.6,2.8,10.4,10.7,,102.0,103.0
2003,27.0,DAL,NBA,C,17.0,3.0,135.0,2.7,7.3,0.368,0.0,0.0,,2.7,7.3,0.368,1.2,1.5,0.75,3.8,7.3,11.1,2.3,3.8,2.7,2.3,13.4,6.5,,92.0,95.0
