Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2004,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",19.0,NBA,SF,82.0,82.0,2995.0,624.0,1465.0,0.43,69.0,214.0,0.32,555.0,1251.0,0.44,0.45,408.0,525.0,0.78,183.0,315.0,498.0,227.0,97.0,41.0,247.0,225.0,1725.0,0.0
2005,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",20.0,NBA,SF,75.0,75.0,2608.0,530.0,1230.0,0.43,42.0,158.0,0.27,488.0,1072.0,0.46,0.45,456.0,573.0,0.8,141.0,285.0,426.0,194.0,68.0,30.0,224.0,229.0,1558.0,0.0
2006,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",21.0,NBA,SF,80.0,80.0,2941.0,756.0,1572.0,0.48,37.0,152.0,0.24,719.0,1420.0,0.51,0.49,573.0,709.0,0.81,122.0,272.0,394.0,216.0,88.0,42.0,218.0,229.0,2122.0,0.0
2007,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",22.0,NBA,SF,65.0,65.0,2486.0,691.0,1453.0,0.48,40.0,149.0,0.27,651.0,1304.0,0.5,0.49,459.0,568.0,0.81,143.0,248.0,391.0,249.0,77.0,23.0,234.0,203.0,1881.0,1.0
2008,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",23.0,NBA,SF,77.0,77.0,2806.0,728.0,1481.0,0.49,58.0,164.0,0.35,670.0,1317.0,0.51,0.51,464.0,590.0,0.79,178.0,393.0,571.0,259.0,98.0,39.0,253.0,253.0,1978.0,0.0
2009,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",24.0,NBA,SF,66.0,66.0,2277.0,535.0,1207.0,0.44,63.0,170.0,0.37,472.0,1037.0,0.46,0.47,371.0,468.0,0.79,106.0,344.0,450.0,222.0,75.0,24.0,199.0,195.0,1504.0,0.0
2010,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",25.0,NBA,SF,69.0,69.0,2634.0,688.0,1502.0,0.46,59.0,187.0,0.32,629.0,1315.0,0.48,0.48,508.0,612.0,0.83,152.0,302.0,454.0,222.0,88.0,30.0,209.0,225.0,1943.0,0.0
2011,31,93,TOT,Total After Trade,Carmelo Anthony,"May 29, 1984",26.0,NBA,SF,77.0,77.0,2751.0,684.0,1503.0,0.46,95.0,251.0,0.38,589.0,1252.0,0.47,0.49,507.0,605.0,0.84,118.0,445.0,563.0,221.0,68.0,46.0,206.0,224.0,1970.0,0.0
2011,8,93,DEN,Denver Nuggets,Carmelo Anthony,"May 29, 1984",26.0,NBA,SF,50.0,50.0,1774.0,437.0,967.0,0.45,42.0,126.0,0.33,395.0,841.0,0.47,0.47,343.0,417.0,0.82,77.0,305.0,382.0,140.0,43.0,31.0,142.0,134.0,1259.0,0.0
2011,20,93,NYK,New York Knicks,Carmelo Anthony,"May 29, 1984",26.0,NBA,SF,27.0,27.0,977.0,247.0,536.0,0.46,53.0,125.0,0.42,194.0,411.0,0.47,0.51,164.0,188.0,0.87,41.0,140.0,181.0,81.0,25.0,15.0,64.0,90.0,711.0,0.0
2012,20,93,NYK,New York Knicks,Carmelo Anthony,"May 29, 1984",27.0,NBA,SF,55.0,55.0,1876.0,441.0,1025.0,0.43,68.0,203.0,0.34,373.0,822.0,0.45,0.46,295.0,367.0,0.8,88.0,256.0,344.0,200.0,62.0,24.0,144.0,156.0,1245.0,1.0
2013,20,93,NYK,New York Knicks,Carmelo Anthony,"May 29, 1984",28.0,NBA,PF,67.0,67.0,2482.0,669.0,1489.0,0.45,157.0,414.0,0.38,512.0,1075.0,0.48,0.5,425.0,512.0,0.83,134.0,326.0,460.0,171.0,52.0,32.0,175.0,205.0,1920.0,0.0
