Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,23.0,WSB,NBA,PF,7.0,,242.0,4.8,10.9,0.438,0.0,0.0,,4.8,10.9,0.438,1.5,2.1,0.714,2.1,7.0,9.1,1.9,1.5,0.7,2.4,4.5,11.0
1984,25.0,WSB,NBA,PF,4.0,,154.0,3.5,5.8,0.6,0.0,0.2,0.0,3.5,5.6,0.625,1.9,2.3,0.8,1.6,8.4,10.1,1.4,0.2,1.4,1.4,4.4,8.9
1985,26.0,WSB,NBA,PF,4.0,1.0,41.0,3.5,7.0,0.5,0.0,0.0,,3.5,7.0,0.5,3.5,3.5,1.0,1.8,4.4,6.1,0.0,0.0,2.6,0.9,7.9,10.5
1986,27.0,DET,NBA,PF,4.0,0.0,61.0,3.0,7.7,0.385,0.0,0.0,,3.0,7.7,0.385,1.2,1.2,1.0,1.8,5.3,7.1,0.0,0.6,0.0,1.8,8.3,7.1
1987,28.0,DET,NBA,PF,15.0,15.0,483.0,4.4,8.1,0.541,0.0,0.1,0.0,4.4,8.0,0.546,2.1,2.6,0.8,3.1,7.5,10.6,0.4,0.4,0.8,1.2,4.5,10.9
1988,29.0,DET,NBA,PF,23.0,21.0,409.0,2.7,7.9,0.344,0.0,0.0,,2.7,7.9,0.344,1.1,1.7,0.684,1.7,6.2,7.8,1.1,0.4,0.9,1.4,5.6,6.6
1989,30.0,DET,NBA,PF,17.0,17.0,360.0,4.0,6.9,0.58,0.0,0.0,,4.0,6.9,0.58,1.7,2.6,0.654,3.0,5.7,8.7,0.7,0.9,1.3,1.1,5.9,9.7
1990,31.0,PHI,NBA,PF,10.0,10.0,342.0,3.9,9.1,0.43,0.0,0.1,0.0,3.9,8.9,0.435,2.1,2.7,0.769,1.9,5.5,7.4,1.1,0.7,0.8,1.4,4.3,9.9
1991,32.0,PHI,NBA,C,8.0,8.0,208.0,3.5,6.2,0.556,0.0,0.0,,3.5,6.2,0.556,1.9,2.4,0.786,1.2,6.1,7.3,2.4,0.3,0.7,1.4,4.3,8.8
1993,34.0,NJN,NBA,PF,4.0,2.0,63.0,2.3,5.7,0.4,0.0,0.0,,2.3,5.7,0.4,0.0,0.0,,2.3,5.1,7.4,1.7,0.0,1.1,0.6,5.1,4.6
1994,35.0,NJN,NBA,PF,3.0,0.0,19.0,0.0,1.9,0.0,0.0,0.0,,0.0,1.9,0.0,0.0,0.0,,1.9,5.7,7.6,0.0,0.0,1.9,1.9,13.3,0.0
1997,38.0,DET,NBA,C,2.0,1.0,18.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0
1999,40.0,PHI,NBA,PF,5.0,0.0,29.0,2.5,7.4,0.333,0.0,0.0,,2.5,7.4,0.333,1.2,2.5,0.5,2.5,7.4,9.9,1.2,1.2,0.0,1.2,7.4,6.2
