Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1983,31,925,TOT,Total After Trade,22.0,NBA,PG,76.0,17.0,1248.0,226.0,527.0,0.43,10.0,25.0,0.4,216.0,502.0,0.43,0.44,150.0,180.0,0.83,56.0,81.0,137.0,138.0,58.0,17.0,106.0,134.0,612.0,,0.0
1983,3,925,NJN,New Jersey Nets,22.0,NBA,PG,43.0,6.0,494.0,92.0,216.0,0.43,4.0,14.0,0.29,88.0,202.0,0.44,0.44,38.0,45.0,0.84,16.0,26.0,42.0,67.0,19.0,9.0,40.0,56.0,226.0,,0.0
1983,10,925,GSW,Golden State Warriors,22.0,NBA,PG,33.0,11.0,754.0,134.0,311.0,0.43,6.0,11.0,0.55,128.0,300.0,0.43,0.44,112.0,135.0,0.83,40.0,55.0,95.0,71.0,39.0,8.0,66.0,78.0,386.0,,0.0
1984,10,925,GSW,Golden State Warriors,23.0,NBA,PG,77.0,73.0,2555.0,484.0,1045.0,0.46,8.0,45.0,0.18,476.0,1000.0,0.48,0.47,315.0,386.0,0.82,87.0,184.0,271.0,269.0,103.0,31.0,196.0,216.0,1291.0,,0.0
1985,10,925,GSW,Golden State Warriors,24.0,NBA,SG,82.0,82.0,2873.0,610.0,1372.0,0.44,42.0,143.0,0.29,568.0,1229.0,0.46,0.46,336.0,415.0,0.81,62.0,140.0,202.0,406.0,134.0,41.0,251.0,226.0,1598.0,,0.0
1986,10,925,GSW,Golden State Warriors,25.0,NBA,PG,82.0,82.0,2764.0,510.0,1007.0,0.51,39.0,119.0,0.33,471.0,888.0,0.53,0.53,351.0,441.0,0.8,76.0,221.0,297.0,746.0,157.0,16.0,290.0,199.0,1410.0,,0.0
1987,10,925,GSW,Golden State Warriors,26.0,NBA,PG,82.0,82.0,3064.0,503.0,1030.0,0.49,73.0,190.0,0.38,430.0,840.0,0.51,0.52,462.0,537.0,0.86,56.0,212.0,268.0,848.0,146.0,18.0,280.0,199.0,1541.0,,0.0
1988,31,925,TOT,Total After Trade,27.0,NBA,PG,77.0,73.0,2514.0,420.0,969.0,0.43,14.0,72.0,0.19,406.0,897.0,0.45,0.44,301.0,354.0,0.85,77.0,219.0,296.0,544.0,95.0,12.0,223.0,190.0,1155.0,,1.0
1988,10,925,GSW,Golden State Warriors,27.0,NBA,PG,18.0,18.0,680.0,132.0,301.0,0.44,1.0,20.0,0.05,131.0,281.0,0.47,0.44,116.0,139.0,0.84,26.0,65.0,91.0,178.0,27.0,2.0,67.0,46.0,381.0,,0.0
1988,11,925,HOU,Houston Rockets,27.0,NBA,PG,59.0,55.0,1834.0,288.0,668.0,0.43,13.0,52.0,0.25,275.0,616.0,0.45,0.44,185.0,215.0,0.86,51.0,154.0,205.0,366.0,68.0,10.0,156.0,144.0,774.0,,1.0
1989,11,925,HOU,Houston Rockets,28.0,NBA,PG,82.0,82.0,2788.0,396.0,893.0,0.44,109.0,292.0,0.37,287.0,601.0,0.48,0.5,261.0,309.0,0.84,48.0,258.0,306.0,709.0,124.0,11.0,253.0,196.0,1162.0,,0.0
1990,11,925,HOU,Houston Rockets,29.0,NBA,PG,82.0,73.0,2630.0,362.0,803.0,0.45,89.0,234.0,0.38,273.0,569.0,0.48,0.51,187.0,232.0,0.81,46.0,152.0,198.0,600.0,94.0,11.0,204.0,159.0,1000.0,,0.0
1991,11,925,HOU,Houston Rockets,30.0,NBA,PG,82.0,4.0,1850.0,386.0,939.0,0.41,48.0,176.0,0.27,338.0,763.0,0.44,0.44,185.0,246.0,0.75,52.0,107.0,159.0,317.0,95.0,17.0,140.0,122.0,1005.0,,0.0
1992,11,925,HOU,Houston Rockets,31.0,NBA,PG,82.0,3.0,1662.0,286.0,704.0,0.41,37.0,123.0,0.3,249.0,581.0,0.43,0.43,135.0,170.0,0.79,34.0,116.0,150.0,239.0,57.0,21.0,128.0,128.0,744.0,,0.0
1993,11,925,HOU,Houston Rockets,32.0,NBA,PG,52.0,10.0,867.0,124.0,305.0,0.41,16.0,56.0,0.29,108.0,249.0,0.43,0.43,81.0,102.0,0.79,14.0,72.0,86.0,132.0,32.0,6.0,68.0,59.0,345.0,,0.0
1994,27,925,SAS,San Antonio Spurs,33.0,NBA,PG,53.0,2.0,737.0,70.0,209.0,0.34,8.0,36.0,0.22,62.0,173.0,0.36,0.35,52.0,78.0,0.67,10.0,60.0,70.0,101.0,12.0,8.0,61.0,71.0,200.0,,0.0
1995,3,925,NJN,New Jersey Nets,34.0,NBA,SG,48.0,1.0,831.0,71.0,212.0,0.34,25.0,88.0,0.28,46.0,124.0,0.37,0.39,30.0,43.0,0.7,8.0,46.0,54.0,126.0,13.0,6.0,51.0,73.0,197.0,,0.0
